narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60,pcnvsq,pt86sq,inc86sq,arr86
0,0,0,.33000001,0,0,0,0,0,2,0,0,1,.10890001,0,0,0
0,0,0,.60000002,0,0,0,4,135.7,0,0,1,1,.36000001,0,18414.488,0
2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,.33000001,0,0,0,2,35.400002,0,0,0,1,.10890001,0,1253.1602,0
1,1,0,1,0,0,0,3,8.6000004,0,1,0,1,1,0,73.960007,1
0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0,0
0,0,0,0,0,0,0,3,69.800003,0,0,0,1,0,0,4872.0405,0
1,1,1,.2,0,0,0,4,77.599998,0,0,0,0,.040000003,0,6021.7598,1
1,1,0,0,0,0,0,1,2.4000001,0,1,0,1,0,0,5.7600002,1
0,0,0,1,0,0,0,4,159.5,0,0,0,1,1,0,25440.25,0
0,0,0,.54000002,7.0999999,21.299999,12,0,0,0,1,0,1,.29160002,144,0,0
0,0,0,.33000001,0,0,0,1,4,0,0,0,1,.10890001,0,16,0
0,0,0,0,0,0,0,4,159.89999,0,0,0,1,0,0,25568.008,0
0,0,0,.5,0,0,0,4,98.300003,0,0,1,1,.25,0,9662.8906,0
2,2,0,0,0,0,0,4,54.900002,0,0,1,1,0,0,3014.0103,1
0,0,0,1,0,0,0,4,166.39999,0,0,1,1,1,0,27688.957,0
1,0,1,1,0,0,0,4,74.900002,0,1,0,1,1,0,5610.0103,1
2,0,0,.75,16.1,16.1,1,0,0,2,0,0,0,.5625,1,0,1
0,0,0,0,0,0,0,4,114.1,0,0,1,1,0,0,13018.81,0
0,0,0,1,0,0,0,2,1.8,2,1,0,1,1,0,3.2399998,0
2,1,0,.5,0,0,0,1,1.5,1,1,0,1,.25,0,2.25,1
0,0,0,.33000001,0,0,0,4,120.2,0,1,0,1,.10890001,0,14448.039,0
0,0,0,.60000002,0,0,0,3,32,0,1,0,1,.36000001,0,1024,0
0,0,0,0,0,0,0,4,61,0,0,0,1,0,0,3721,0
0,0,0,.5,0,0,0,3,81.300003,0,0,1,0,.25,0,6609.6904,0
1,1,0,0,0,0,0,1,16.9,0,0,0,1,0,0,285.60999,1
0,0,0,.56,0,0,0,4,55.700001,0,0,1,1,.3136,0,3102.49,0
0,0,0,0,0,0,0,4,81.300003,0,1,0,1,0,0,6609.6904,0
2,2,0,.56999999,0,0,4,0,0,5,1,0,1,.3249,16,0,1
0,0,0,.33000001,0,0,0,4,78.5,0,0,1,1,.10890001,0,6162.25,0
1,0,0,.60000002,11.8,11.8,0,2,45.599998,7,0,1,1,.36000001,0,2079.3599,1
0,0,0,1,0,0,0,1,15.6,4,0,0,1,1,0,243.36002,0
3,3,1,.5,0,0,0,0,0,11,1,0,1,.25,0,0,1
2,2,1,.75,0,0,0,0,0,18,0,0,1,.5625,0,0,1
0,0,0,.67000002,0,0,12,0,0,0,0,0,1,.44890001,144,0,0
0,0,0,.25,0,0,12,0,0,0,1,0,1,.0625,144,0,0
3,3,3,1,0,0,0,1,0,2,1,0,1,1,0,0,1
0,0,0,1,0,0,0,4,48.900002,0,1,0,1,1,0,2391.2102,0
0,0,0,0,0,0,0,4,339.70001,0,0,0,1,0,0,115396.1,0
0,0,0,1,0,0,0,4,129.7,0,0,0,1,1,0,16822.09,0
0,0,0,.5,17.700001,35.400002,2,0,0,5,1,0,1,.25,4,0,0
0,0,0,.5,0,0,0,4,188.60001,0,0,0,1,.25,0,35569.961,0
0,0,0,1,0,0,0,4,123.1,0,0,0,1,1,0,15153.609,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,1,0,0,0,4,227.60001,0,0,0,1,1,0,51801.762,0
0,0,0,0,0,0,0,4,183.2,0,0,0,1,0,0,33562.238,0
1,0,0,1,0,0,0,3,53.5,0,0,0,1,1,0,2862.25,1
0,0,0,0,0,0,0,4,103,0,1,0,1,0,0,10609,0
0,0,0,1,0,0,0,4,109.7,0,0,0,1,1,0,12034.089,0
0,0,0,0,0,0,0,4,44,0,0,1,1,0,0,1936,0
3,2,2,.38,16,32,2,1,.89999998,1,1,0,1,.1444,4,.80999994,1
0,0,0,1,0,0,0,4,190.7,0,0,1,1,1,0,36366.488,0
0,0,0,1,0,0,0,2,37.299999,0,1,0,1,1,0,1391.2899,0
0,0,0,0,0,0,0,2,33,5,0,1,1,0,0,1089,0
0,0,0,.44,0,0,0,2,9.1999998,3,0,0,1,.1936,0,84.639999,0
0,0,0,.25,0,0,0,0,0,9,0,0,1,.0625,0,0,0
0,0,0,0,0,0,0,4,271.70001,0,0,0,1,0,0,73820.898,0
0,0,0,0,0,0,0,4,170.2,0,1,0,1,0,0,28968.039,0
0,0,0,.38,40.5,40.5,11,0,0,3.3,0,0,1,.1444,121,0,0
0,0,0,.5,0,0,0,3,47.5,0,0,0,1,.25,0,2256.25,0
0,0,0,.5,0,0,0,3,58.900002,0,1,0,1,.25,0,3469.2102,0
0,0,0,1,0,0,0,4,155.8,0,0,1,1,1,0,24273.641,0
1,0,0,.5,18.9,18.9,0,2,5.0999999,0,0,1,0,.25,0,26.009998,1
0,0,0,.5,0,0,0,1,.30000001,15,0,0,1,.25,0,.090000004,0
1,1,0,.38,0,0,0,0,0,23,1,0,1,.1444,0,0,1
0,0,0,0,0,0,0,3,29.299999,0,0,0,1,0,0,858.48993,0
0,0,0,0,0,0,0,2,22.700001,2,0,0,1,0,0,515.29004,0
0,0,0,0,0,0,0,4,200.39999,0,0,0,1,0,0,40160.156,0
0,0,0,.60000002,0,0,0,2,74.400002,1,0,0,1,.36000001,0,5535.3604,0
2,0,0,0,12.1,24.200001,0,2,2.0999999,0,1,0,0,0,0,4.4099994,1
0,0,0,.31,4,4,0,0,0,4.6999998,1,0,0,.096100003,0,0,0
0,0,0,.33000001,0,0,0,4,73.099998,0,0,0,1,.10890001,0,5343.6099,0
0,0,0,1,0,0,0,2,30,2,0,0,1,1,0,900,0
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
1,0,0,1,0,0,0,3,46.200001,0,0,0,1,1,0,2134.4402,1
2,1,2,.2,0,0,0,2,14.7,1,0,1,1,.040000003,0,216.09,1
0,0,0,.33000001,0,0,0,4,67.300003,0,0,0,1,.10890001,0,4529.2905,0
0,0,0,.40000001,3.5,7,0,0,0,5,0,0,1,.16000001,0,0,0
0,0,0,.33000001,0,0,0,1,3.3,9,0,0,1,.10890001,0,10.889999,0
0,0,0,1,0,0,0,4,231,0,0,0,0,1,0,53361,0
0,0,0,0,0,0,0,3,13.9,1,0,0,0,0,0,193.20999,0
0,0,0,.67000002,0,0,0,3,30.200001,1,0,0,1,.44890001,0,912.04004,0
1,1,0,.33000001,0,0,0,4,145.10001,0,0,1,1,.10890001,0,21054.012,1
0,0,0,0,0,0,0,4,259.29999,0,0,1,1,0,0,67236.484,0
0,0,0,0,0,0,0,4,93,0,0,0,1,0,0,8649,0
0,0,0,.5,0,0,0,3,34.799999,0,0,0,1,.25,0,1211.0399,0
0,0,0,.63999999,12.5,12.5,12,0,0,0,0,1,1,.40959999,144,0,0
0,0,0,0,0,0,0,4,179,0,0,1,1,0,0,32041,0
0,0,0,.33000001,47.099998,47.099998,12,0,0,0,1,0,1,.10890001,144,0,0
0,0,0,1,0,0,0,2,57.200001,15,0,0,1,1,0,3271.8401,0
0,0,0,1,0,0,0,4,51.799999,0,0,0,1,1,0,2683.24,0
0,0,0,.75,0,0,0,2,27.1,2,0,0,1,.5625,0,734.41003,0
1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1
0,0,0,.25,0,0,0,4,72.199997,0,0,1,0,.0625,0,5212.8394,0
0,0,0,.67000002,0,0,0,4,107.8,0,1,0,1,.44890001,0,11620.841,0
0,0,0,1,0,0,0,3,37.5,1,0,1,1,1,0,1406.25,0
0,0,0,.33000001,0,0,0,0,0,2,0,0,1,.10890001,0,0,0
0,0,0,0,0,0,0,1,10.8,0,0,0,1,0,0,116.64001,0
0,0,0,0,0,0,0,4,197.5,0,0,0,1,0,0,39006.25,0
1,1,0,.2,0,0,0,4,170.7,0,0,1,1,.040000003,0,29138.488,1
0,0,0,.25,0,0,0,0,0,5,1,0,1,.0625,0,0,0
0,0,0,1,0,0,0,2,12.7,0,0,0,0,1,0,161.28999,0
0,0,0,.40000001,0,0,0,0,0,25,0,1,0,.16000001,0,0,0
0,0,0,1,0,0,0,4,232.3,0,0,0,1,1,0,53963.293,0
1,1,0,.56999999,0,0,0,0,0,7,0,0,1,.3249,0,0,1
0,0,0,1,0,0,0,2,42,1,0,0,1,1,0,1764,0
0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
0,0,0,1,0,0,0,3,132.89999,0,0,0,1,1,0,17662.408,0
0,0,0,0,0,0,0,4,114.6,0,1,0,1,0,0,13133.159,0
0,0,0,.67000002,0,0,0,0,0,21,0,0,0,.44890001,0,0,0
1,0,0,.60000002,8.3000002,8.3000002,0,3,5.5,0,0,0,0,.36000001,0,30.25,1
0,0,0,.5,0,0,0,4,97.199997,0,0,0,0,.25,0,9447.8398,0
0,0,0,1,0,0,0,3,33.900002,0,0,1,1,1,0,1149.2101,0
0,0,0,1,0,0,0,4,115.6,0,0,0,1,1,0,13363.359,0
0,0,0,.14,0,0,0,0,0,17,1,0,1,.0196,0,0,0
0,0,0,1,0,0,0,4,169,0,0,0,1,1,0,28561,0
0,0,0,.5,0,0,0,2,.89999998,4,0,0,1,.25,0,.80999994,0
0,0,0,.5,0,0,0,1,3.7,5,0,1,1,.25,0,13.690001,0
1,1,0,.2,0,0,0,0,0,1,0,0,1,.040000003,0,0,1
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,.43000001,0,0,0,0,0,2,0,1,1,.1849,0,0,0
1,0,0,.30000001,5.5999999,11.2,6,1,11.9,0,1,0,1,.090000004,36,141.60999,1
0,0,0,0,0,0,0,4,149.89999,0,0,0,1,0,0,22470.008,0
0,0,0,0,0,0,0,1,7.3000002,0,0,0,1,0,0,53.290001,0
0,0,0,1,0,0,0,4,93.599998,0,0,0,1,1,0,8760.96,0
0,0,0,.67000002,0,0,0,2,33.599998,3,0,0,1,.44890001,0,1128.9598,0
0,0,0,0,0,0,0,2,65.599998,1,0,0,1,0,0,4303.3599,0
1,1,0,.5,0,0,0,0,0,1,0,0,1,.25,0,0,1
0,0,0,.67000002,0,0,0,4,88.5,0,0,1,1,.44890001,0,7832.25,0
0,0,0,.67000002,7.0999999,7.0999999,0,0,0,9,0,0,0,.44890001,0,0,0
0,0,0,1,0,0,0,2,43.5,0,0,0,1,1,0,1892.25,0
0,0,0,0,0,0,0,3,27,0,0,0,1,0,0,729,0
2,0,2,1,0,0,0,1,8.8000002,1,0,0,1,1,0,77.440002,1
1,1,1,.28999999,0,0,0,0,0,5,0,1,1,.084099993,0,0,1
0,0,0,1,0,0,0,3,90.5,5,0,0,1,1,0,8190.25,0
0,0,0,1,0,0,0,2,40.700001,0,0,0,1,1,0,1656.4901,0
1,0,1,.5,0,0,0,4,43,0,0,0,1,.25,0,1849,1
0,0,0,0,0,0,0,1,7.6999998,1,0,0,1,0,0,59.289997,0
0,0,0,.40000001,0,0,0,4,7.0999999,0,0,0,1,.16000001,0,50.41,0
2,1,2,.2,0,0,0,0,0,6,1,0,0,.040000003,0,0,1
0,0,0,.40000001,0,0,0,0,0,7,1,0,0,.16000001,0,0,0
0,0,0,0,0,0,0,4,111.8,0,1,0,1,0,0,12499.24,0
0,0,0,1,0,0,0,1,1.5,25,0,0,1,1,0,2.25,0
0,0,0,0,0,0,0,4,227.5,0,0,1,1,0,0,51756.25,0
1,1,0,0,0,0,0,4,90.5,0,0,0,1,0,0,8190.25,1
0,0,0,0,0,0,0,1,4.3000002,0,1,0,1,0,0,18.490002,0
0,0,0,0,0,0,0,4,108.6,0,0,1,1,0,0,11793.96,0
0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0
1,1,0,.33000001,0,0,0,2,7.1999998,6,0,0,1,.10890001,0,51.839996,1
0,0,0,1,0,0,0,1,35.099998,0,0,0,1,1,0,1232.0099,0
0,0,0,0,0,0,0,2,25.1,0,0,0,1,0,0,630.01001,0
0,0,0,.41999999,0,0,0,1,.1,0,0,0,1,.17639999,0,.010000001,0
0,0,0,.25,0,0,0,2,19.1,7,0,0,0,.0625,0,364.81003,0
0,0,0,.33000001,9.8999996,9.8999996,0,4,70.199997,0,1,0,0,.10890001,0,4928.0396,0
1,0,0,0,39,39,0,2,6.5,2,0,0,0,0,0,42.25,1
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,2,53.799999,7,0,0,1,0,0,2894.4399,0
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
0,0,0,.5,0,0,0,0,0,9,1,0,0,.25,0,0,0
0,0,0,.56999999,9.6999998,29.1,12,0,0,0,0,0,0,.3249,144,0,0
0,0,0,.33000001,0,0,0,2,1.3,5,0,0,1,.10890001,0,1.6899998,0
0,0,0,1,0,0,0,4,136.7,0,0,0,1,1,0,18686.889,0
0,0,0,.5,0,0,0,4,140.5,0,0,0,1,.25,0,19740.25,0
1,1,0,.67000002,0,0,0,4,162.89999,0,0,1,1,.44890001,0,26536.408,1
2,1,0,0,0,0,0,1,2.9000001,2,0,0,1,0,0,8.4100008,1
0,0,0,.25,0,0,0,1,2.5,1,0,0,1,.0625,0,6.25,0
3,2,0,.41999999,0,0,0,0,0,5,1,0,1,.17639999,0,0,1
0,0,0,.63999999,0,0,0,4,48.599998,0,1,0,0,.40959999,0,2361.96,0
1,1,0,.56,0,0,0,0,0,9,0,0,1,.3136,0,0,1
0,0,0,.5,0,0,0,2,32.200001,0,0,0,1,.25,0,1036.8401,0
0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0
0,0,0,.43000001,0,0,0,3,21,0,0,1,1,.1849,0,441,0
0,0,0,.5,0,0,0,4,21.1,0,0,0,1,.25,0,445.21002,0
0,0,0,.33000001,0,0,0,1,4.5999999,0,0,0,0,.10890001,0,21.16,0
1,1,1,0,0,0,0,4,54.799999,0,1,0,1,0,0,3003.0398,1
1,1,0,.75,0,0,0,4,27.299999,0,0,0,0,.5625,0,745.28998,1
1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1
1,1,0,.2,11.9,11.9,0,0,0,9,0,0,0,.040000003,0,0,1
0,0,0,.67000002,0,0,0,2,5.5999999,1,1,0,0,.44890001,0,31.359999,0
0,0,0,0,0,0,0,4,54.700001,0,0,0,1,0,0,2992.0901,0
0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,4,147.2,0,0,0,1,1,0,21667.84,0
1,0,0,.5,0,0,0,1,1.8,7,0,1,0,.25,0,3.2399998,1
1,0,0,1,0,0,0,4,101.6,0,0,0,0,1,0,10322.56,1
0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0
0,0,0,0,0,0,0,3,44.200001,0,0,1,1,0,0,1953.64,0
2,1,1,.63,0,0,0,0,0,2,0,1,1,.3969,0,0,1
1,1,0,1,0,0,0,2,6.8000002,0,0,1,0,1,0,46.240002,1
0,0,0,1,0,0,0,4,107.7,0,0,0,1,1,0,11599.289,0
0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,0,0
0,0,0,.5,0,0,0,4,156.5,0,0,0,1,.25,0,24492.25,0
0,0,0,0,0,0,0,3,63.900002,0,0,0,0,0,0,4083.2102,0
0,0,0,1,0,0,0,4,93.699997,0,0,0,1,1,0,8779.6895,0
1,0,0,.40000001,0,0,0,0,0,1,1,0,1,.16000001,0,0,1
1,1,1,.5,0,0,0,2,11.9,0,0,1,0,.25,0,141.60999,1
0,0,0,.33000001,4.3000002,12.9,0,0,0,5,0,0,0,.10890001,0,0,0
0,0,0,.2,0,0,0,0,0,5,0,0,0,.040000003,0,0,0
0,0,0,1,0,0,0,4,143.60001,0,0,0,0,1,0,20620.961,0
1,1,0,.25,13.3,13.3,1,0,0,19.4,0,0,0,.0625,1,0,1
1,1,0,1,0,0,0,0,0,17,0,1,1,1,0,0,1
0,0,0,1,0,0,0,4,238.10001,0,0,0,0,1,0,56691.613,0
0,0,0,.33000001,0,0,0,1,10.1,0,1,0,0,.10890001,0,102.01001,0
1,1,1,.33000001,0,0,0,1,4.0999999,4,1,0,0,.10890001,0,16.809999,1
1,0,0,0,0,0,0,2,18.700001,1,0,0,0,0,0,349.69003,1
2,1,0,0,0,0,0,4,215.2,0,1,0,1,0,0,46311.039,1
2,2,1,.17,0,0,0,0,0,2,0,0,0,.028900001,0,0,1
1,1,0,.67000002,0,0,0,1,.69999999,1,0,1,0,.44890001,0,.48999998,1
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,1,0,0,0,4,99.699997,0,0,0,1,1,0,9940.0898,0
0,0,0,.5,0,0,0,0,0,2,0,0,0,.25,0,0,0
0,0,0,.5,0,0,0,3,76.599998,0,0,0,0,.25,0,5867.5596,0
0,0,0,1,0,0,0,4,87.400002,0,0,0,1,1,0,7638.7603,0
0,0,0,.28999999,0,0,0,0,0,18,0,0,0,.084099993,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
0,0,0,0,0,0,0,2,15.5,2,0,0,1,0,0,240.25,0
0,0,0,.25,0,0,0,0,0,2,0,0,0,.0625,0,0,0
1,1,1,.14,0,0,0,0,0,9,0,0,0,.0196,0,0,1
0,0,0,1,0,0,0,4,157.2,0,0,0,1,1,0,24711.84,0
0,0,0,.5,0,0,0,4,106.4,0,0,0,0,.25,0,11320.96,0
0,0,0,0,0,0,0,3,46.200001,0,0,0,0,0,0,2134.4402,0
0,0,0,0,0,0,0,3,60.900002,0,0,0,1,0,0,3708.8103,0
0,0,0,0,0,0,0,4,152.89999,0,0,0,0,0,0,23378.408,0
1,1,1,0,0,0,0,3,34,0,0,0,1,0,0,1156,1
0,0,0,.5,0,0,0,4,66.699997,0,0,1,0,.25,0,4448.8896,0
1,0,0,.60000002,0,0,0,2,63.400002,0,0,1,0,.36000001,0,4019.5603,1
0,0,0,0,0,0,0,3,37.299999,6,0,0,1,0,0,1391.2899,0
2,1,0,.80000001,0,0,0,2,25.9,2,0,0,0,.64000005,0,670.81,1
0,0,0,.63,5.5,5.5,0,4,124.8,0,1,0,0,.3969,0,15575.041,0
0,0,0,0,0,0,0,3,81.300003,0,0,0,0,0,0,6609.6904,0
0,0,0,1,0,0,0,2,23.5,0,0,0,0,1,0,552.25,0
0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,1089,0
0,0,0,1,0,0,0,4,114.6,0,0,0,1,1,0,13133.159,0
1,1,1,.25,0,0,0,0,0,14,0,1,0,.0625,0,0,1
1,1,0,0,0,0,0,4,29.299999,0,0,0,0,0,0,858.48993,1
0,0,0,0,0,0,0,3,23.700001,0,0,1,1,0,0,561.69006,0
0,0,0,.5,0,0,0,1,3.3,1,0,1,0,.25,0,10.889999,0
0,0,0,1,0,0,0,1,1.5,2,0,0,0,1,0,2.25,0
0,0,0,0,0,0,0,4,39.599998,0,1,0,0,0,0,1568.1599,0
0,0,0,.40000001,0,0,0,3,44.299999,0,0,1,1,.16000001,0,1962.49,0
0,0,0,0,0,0,0,4,49.099998,0,0,0,1,0,0,2410.8098,0
0,0,0,0,0,0,0,4,159.5,0,0,1,0,0,0,25440.25,0
0,0,0,.67000002,0,0,0,4,52.700001,0,0,0,0,.44890001,0,2777.29,0
0,0,0,.25,0,0,0,0,0,8,1,0,0,.0625,0,0,0
0,0,0,.5,0,0,0,3,90,1,0,0,0,.25,0,8100,0
1,1,0,1,0,0,0,1,12.1,0,1,0,0,1,0,146.41,1
2,2,2,.28999999,0,0,2,1,15.9,13,0,0,0,.084099993,4,252.80998,1
0,0,0,1,0,0,0,4,47.799999,0,0,0,0,1,0,2284.8398,0
0,0,0,0,0,0,0,2,7.9000001,24,0,0,1,0,0,62.41,0
0,0,0,.40000001,0,0,0,1,1,0,0,0,0,.16000001,0,1,0
0,0,0,1,0,0,0,4,229.8,0,0,0,1,1,0,52808.043,0
0,0,0,1,0,0,0,3,20.299999,0,0,0,0,1,0,412.08997,0
5,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,1,3,.38,0,0,0,2,25.6,0,0,1,0,.1444,0,655.36005,1
0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2,2,1,.41999999,0,0,2,0,0,12,1,0,0,.17639999,4,0,1
0,0,0,.5,0,0,0,4,119.5,0,0,1,1,.25,0,14280.25,0
0,0,0,.28999999,0,0,0,1,1.6,13,0,1,1,.084099993,0,2.5600002,0
0,0,0,.17,0,0,0,0,0,5,0,1,1,.028900001,0,0,0
0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,0,0
0,0,0,0,0,0,0,4,180.10001,0,0,0,0,0,0,32436.012,0
0,0,0,0,0,0,0,4,37.400002,0,0,0,0,0,0,1398.7601,0
0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
0,0,0,0,0,0,0,4,102.5,0,0,0,1,0,0,10506.25,0
2,2,0,.36000001,0,0,0,1,13.1,0,0,1,0,.1296,0,171.61002,1
0,0,0,0,0,0,0,4,87,0,0,1,1,0,0,7569,0
0,0,0,.67000002,0,0,0,4,65.800003,0,0,0,1,.44890001,0,4329.6406,0
0,0,0,0,0,0,0,2,98.199997,24,0,0,1,0,0,9643.2393,0
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
4,2,0,.25,20.6,41.200001,2,0,0,3,0,1,0,.0625,4,0,1
0,0,0,.38,0,0,0,1,6.9000001,5,1,0,1,.1444,0,47.610001,0
0,0,0,0,0,0,0,4,144.5,0,0,1,0,0,0,20880.25,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,.5,0,0,0,0,0,7,1,0,1,.25,0,0,0
1,1,0,0,0,0,0,4,7.9000001,0,0,1,1,0,0,62.41,1
0,0,0,1,0,0,0,4,159.39999,0,0,0,0,1,0,25408.357,0
0,0,0,0,0,0,0,2,14.3,0,1,0,0,0,0,204.49001,0
0,0,0,.5,0,0,0,2,1.6,0,0,0,1,.25,0,2.5600002,0
1,0,1,.56,0,0,0,0,0,4,0,0,1,.3136,0,0,1
0,0,0,.5,0,0,0,4,145.7,0,0,1,1,.25,0,21228.488,0
0,0,0,0,0,0,0,3,29,0,1,0,1,0,0,841,0
0,0,0,.25,0,0,0,4,114.6,0,0,0,0,.0625,0,13133.159,0
0,0,0,0,0,0,0,4,126.3,0,0,0,1,0,0,15951.69,0
0,0,0,.5,0,0,0,4,118.1,0,0,0,0,.25,0,13947.609,0
0,0,0,0,0,0,0,3,51.299999,3,0,0,0,0,0,2631.6899,0
0,0,0,.5,0,0,12,0,0,0,0,1,0,.25,144,0,0
0,0,0,0,0,0,0,4,113,0,0,0,1,0,0,12769,0
0,0,0,.5,0,0,0,0,0,6,0,0,0,.25,0,0,0
0,0,0,1,17,17,0,4,60.099998,0,0,1,0,1,0,3612.0098,0
3,3,2,.63,7.0999999,14.2,4,1,15,0,1,0,0,.3969,16,225,1
0,0,0,1,0,0,0,3,27.6,0,0,0,1,1,0,761.76001,0
0,0,0,0,0,0,0,2,17.4,1,0,0,0,0,0,302.75998,0
0,0,0,0,0,0,0,4,214.3,0,0,0,1,0,0,45924.492,0
0,0,0,.40000001,8.1000004,8.1000004,0,3,22.700001,8,0,0,0,.16000001,0,515.29004,0
0,0,0,.5,4.9000001,14.7,12,0,0,6,0,0,0,.25,144,0,0
0,0,0,.5,0,0,0,4,280.10001,0,0,0,1,.25,0,78456.016,0
1,1,0,.75,0,0,0,1,8.8999996,7,0,0,0,.5625,0,79.209991,1
0,0,0,0,0,0,0,4,541,0,0,1,1,0,0,292681,0
0,0,0,1,0,0,0,4,152,0,0,0,0,1,0,23104,0
0,0,0,.67000002,0,0,0,2,63.099998,1,0,0,1,.44890001,0,3981.6099,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1
0,0,0,.43000001,.89999998,.89999998,0,4,61,0,0,0,1,.1849,0,3721,0
0,0,0,.28999999,0,0,0,3,91.5,0,0,0,0,.084099993,0,8372.25,0
0,0,0,.5,9,18,0,4,45.700001,0,1,0,0,.25,0,2088.49,0
0,0,0,0,0,0,0,4,106.5,0,0,0,0,0,0,11342.25,0
12,6,8,.28999999,0,0,0,1,5.3000002,2,0,0,0,.084099993,0,28.090002,1
0,0,0,0,0,0,0,3,73.699997,2,0,1,1,0,0,5431.6895,0
1,0,0,1,0,0,0,2,11.5,4,0,0,0,1,0,132.25,1
3,3,2,.36000001,1.1,1.1,0,0,0,1,0,0,0,.1296,0,0,1
0,0,0,.33000001,0,0,0,4,82.099998,0,0,0,0,.10890001,0,6740.4097,0
0,0,0,.5,0,0,0,4,275.79999,0,0,0,0,.25,0,76065.633,0
2,2,2,.40000001,0,0,0,0,0,12,1,0,0,.16000001,0,0,1
0,0,0,.33000001,0,0,0,1,10.4,7,1,0,0,.10890001,0,108.15999,0
1,1,1,1,0,0,0,2,6.0999999,1,0,1,0,1,0,37.209999,1
2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,2.0999999,2,0,0,0,0,0,4.4099994,0
0,0,0,1,0,0,0,3,38.400002,0,0,0,0,1,0,1474.5601,0
1,1,1,.67000002,0,0,0,0,0,1,0,1,0,.44890001,0,0,1
1,1,1,.36000001,11.6,11.6,0,2,16.299999,5,0,1,0,.1296,0,265.68997,1
0,0,0,1,0,0,0,3,105.7,1,0,1,1,1,0,11172.489,0
0,0,0,0,0,0,0,4,45.700001,0,0,1,0,0,0,2088.49,0
1,1,1,.38,0,0,0,0,0,2,0,0,1,.1444,0,0,1
0,0,0,0,0,0,0,1,.80000001,2,0,1,0,0,0,.64000005,0
0,0,0,0,0,0,0,1,7.8000002,2,0,1,0,0,0,60.840004,0
0,0,0,.33000001,0,0,0,2,5.9000001,1,0,0,0,.10890001,0,34.810001,0
0,0,0,1,0,0,0,3,103.6,1,0,0,1,1,0,10732.96,0
1,1,1,.17,0,0,0,4,30.4,0,0,0,0,.028900001,0,924.15997,1
2,2,0,.60000002,2.5999999,2.5999999,0,0,0,6.6999998,1,0,0,.36000001,0,0,1
0,0,0,.67000002,0,0,0,1,5.4000001,0,1,0,0,.44890001,0,29.160002,0
0,0,0,0,0,0,0,4,275.60001,0,0,1,1,0,0,75955.367,0
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,.52999997,0,0,0,0,0,8,0,1,0,.28089997,0,0,0
0,0,0,0,0,0,0,4,83.099998,0,0,0,1,0,0,6905.6099,0
0,0,0,0,0,0,0,4,149,0,0,0,1,0,0,22201,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,.67000002,0,0,0,1,2.2,6,0,1,0,.44890001,0,4.8400002,0
0,0,0,.67000002,0,0,0,2,50.299999,1,0,0,0,.44890001,0,2530.0898,0
0,0,0,1,0,0,0,4,169.8,0,1,0,1,1,0,28832.041,0
0,0,0,0,0,0,0,4,35.900002,0,0,0,0,0,0,1288.8101,0
0,0,0,1,0,0,0,4,120.7,0,0,1,0,1,0,14568.489,0
0,0,0,.5,0,0,0,3,43.400002,4,0,0,0,.25,0,1883.5602,0
