caseid,art,female,married,kid5,phd,mentor,arttrunc,kid5_0,kid5_1,kid5_2plus,kid5cat,male,phdadeq,phdcat,phdelite,phdgood,phdstrong,profage
312,1,Male,Single,0,4.29,15,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,25.777346
261,0,Male,Married,1,1.8099999,5,,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,30.813803
288,1,Male,Married,1,2,16,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,25.151451
802,4,Male,Married,2,2.8599999,15,4,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,31.362196
306,1,Male,Married,0,2.5,0,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,29.049423
298,1,Male,Married,3,4.29,0,1,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,35.10553
297,1,Male,Married,0,4.1399999,15,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.741013
488,1,Male,Single,0,2.5599999,16,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.186655
727,3,Male,Married,1,2.54,6,3,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,32.044003
265,0,Male,Married,2,4.29,2,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,28.478144
582,2,Male,Married,2,2.8699999,20,2,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,30.901232
445,1,Male,Married,0,1.78,4,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,30.499725
232,0,Male,Married,1,1.6799999,27,,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,28.161587
143,0,Male,Single,0,2.5,0,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,30.207438
734,3,Male,Married,0,2.76,8,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.227812
59,0,Male,Married,1,3.9200001,1,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,33.278107
758,3,Male,Married,1,2.21,10,3,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,28.214617
506,1,Male,Married,0,2.0999999,0,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.104794
251,0,Male,Married,0,3.4000001,13,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,29.41485
855,5,Male,Married,1,3.1500001,27,5,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,25.538649
28,0,Male,Married,1,4.29,3,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,31.822901
869,5,Male,Married,1,3.47,0,5,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,25.299784
276,1,Male,Married,0,2.54,4,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,30.949007
240,0,Male,Single,0,4.29,5,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.406551
860,5,Male,Married,1,2.5799999,25,5,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.921417
628,2,Male,Married,2,3.54,16,2,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,24.915859
832,4,Male,Married,1,2.55,21,4,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,32.645473
884,6,Male,Married,1,2.96,13,6,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,31.904226
47,0,Male,Married,0,2.5,1,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,30.523346
634,2,Male,Married,2,2.5,5,2,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,24.862892
438,1,Male,Married,0,2.76,5,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,33.235065
885,6,Male,Single,0,4.29,18,6,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.987539
123,0,Male,Married,1,2.1199999,10,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,28.436869
878,6,Male,Married,1,4.6199999,8,6,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,32.286522
151,0,Male,Single,0,2.1400001,2,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,29.855024
48,0,Male,Married,0,3.3599999,25,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,32.173122
690,2,Male,Single,0,4.6199999,9,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,32.542671
84,0,Male,Married,0,2.21,6,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,29.749809
466,1,Male,Single,0,3.4000001,2,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,32.058823
11,0,Male,Single,0,2.96,14,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,27.171898
238,0,Male,Married,2,4.29,24,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,31.895971
116,0,Male,Married,1,4.54,3,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,26.881435
69,0,Male,Married,1,2.2,0,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.0359
245,0,Male,Single,0,4.29,2,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.068478
662,2,Male,Married,0,2.51,0,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.585577
91,0,Male,Married,1,4.29,1,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,29.880297
272,0,Male,Married,0,3.6900001,3,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,29.253294
666,2,Male,Married,0,4.29,13,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.699272
282,1,Male,Married,0,2.0999999,0,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,26.036043
483,1,Male,Married,0,2.8599999,39,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,25.375536
94,0,Male,Married,0,2.21,19,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.739172
601,2,Male,Married,0,2.8299999,1,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.086819
34,0,Male,Single,0,2.0999999,0,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,25.793507
275,0,Male,Married,1,3.6900001,8,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,24.498505
794,4,Male,Married,1,2.96,0,4,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,35.010281
477,1,Male,Single,0,2.76,4,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.096262
449,1,Male,Married,0,1.86,5,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.803452
725,3,Male,Married,2,4.29,25,3,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,36.216553
557,2,Male,Single,0,4.29,10,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,27.628796
35,0,Male,Married,1,1.52,0,,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,33.019302
386,1,Male,Married,0,3.1900001,3,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,29.777
595,2,Male,Married,1,4.29,14,2,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,29.554863
58,0,Male,Married,1,3.1500001,1,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,28.981977
103,0,Male,Married,2,1.4,7,,No,No,Yes,2-3-kids,Male,Yes,Adequate,No,No,No,28.910036
872,5,Male,Married,1,4.54,53,5,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,21.606268
106,0,Male,Married,1,3.1500001,2,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,33.62677
338,1,Male,Married,1,4.29,1,1,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,27.928455
117,0,Male,Married,0,1.6799999,4,,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.78405
747,3,Male,Married,1,4.29,19,3,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,35.756748
745,3,Male,Married,0,2.26,12,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,32.896126
322,1,Male,Married,0,2.96,8,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,23.99091
55,0,Male,Married,1,2.26,2,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,37.209148
585,2,Male,Married,1,1.76,7,2,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,34.475334
476,1,Male,Married,1,2.6099999,4,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.177189
815,4,Male,Married,0,4.29,30,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,30.832012
484,1,Male,Single,0,2,7,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,25.579714
677,2,Male,Married,0,4.6199999,8,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.011131
216,0,Male,Single,0,4.29,9,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,30.341007
334,1,Male,Married,0,4.29,6,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,26.903173
120,0,Male,Married,1,3.47,2,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,30.322042
336,1,Male,Married,1,1.22,1,1,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,26.013933
835,4,Male,Married,1,4.25,29,4,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,34.271069
549,2,Male,Married,0,2.0999999,4,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.893015
623,2,Male,Single,0,4.54,10,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,33.924244
459,1,Male,Married,0,2.55,11,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,29.961086
279,1,Male,Married,3,2.0999999,0,1,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,25.706528
891,6,Male,Single,0,3.47,6,6,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,27.126165
590,2,Male,Single,0,4.54,29,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.15658
495,1,Male,Married,2,4.29,10,1,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,28.051003
861,5,Male,Married,1,3.5899999,21,5,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,30.405783
247,0,Male,Married,2,3.5899999,5,,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,30.373447
208,0,Male,Single,0,4.29,0,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.085917
562,2,Male,Single,0,3.5899999,3,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.144268
743,3,Male,Single,0,2.8299999,8,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.573065
886,6,Male,Single,0,3.4000001,14,6,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,27.224966
194,0,Male,Married,0,2.1400001,1,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,30.048689
652,2,Male,Married,0,3.1900001,11,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.710672
883,6,Male,Married,2,2.51,11,6,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,32.559391
100,0,Male,Married,0,4.29,8,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,32.051922
900,7,Male,Single,0,4.6199999,15,7,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,22.077576
803,4,Male,Married,2,4.54,66,4,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,29.325394
154,0,Male,Married,3,4.54,11,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,31.646761
234,0,Male,Married,0,2.2,2,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,33.484619
600,2,Male,Single,0,4.29,25,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,26.403402
721,3,Male,Married,0,4.54,5,3,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,27.45569
41,0,Male,Single,0,4.29,9,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.880081
850,4,Male,Single,0,2.8699999,15,4,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,27.280848
136,0,Male,Married,2,4.6199999,30,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,29.398224
898,7,Male,Married,1,1.97,0,7,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,29.17449
287,1,Male,Married,0,2,4,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.51693
309,1,Male,Single,0,3.4000001,12,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,26.276621
395,1,Male,Married,0,2.3199999,4,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,24.636993
147,0,Male,Married,0,2.0999999,0,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.339403
266,0,Male,Married,0,4.29,2,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.24173
847,4,Male,Married,0,3.6199999,5,4,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,26.872646
360,1,Male,Married,0,1.8,1,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,27.676453
203,0,Male,Married,2,3.9200001,2,,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,27.339329
260,0,Male,Single,0,3.5899999,8,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,33.523693
777,3,Male,Single,0,3.54,25,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.910378
155,0,Male,Single,0,2.96,2,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,25.322929
199,0,Male,Married,1,3.6900001,16,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,29.074011
642,2,Male,Married,0,3.6900001,5,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,28.356783
589,2,Male,Married,1,2.5599999,5,2,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,25.788361
808,4,Male,Married,0,1.8099999,10,4,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.325405
227,0,Male,Single,0,4.29,0,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.592775
503,1,Male,Married,1,2.8599999,2,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.21608
233,0,Male,Single,0,3.47,0,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,33.826889
840,4,Male,Married,0,1.76,7,4,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,31.916586
904,7,Male,Single,0,4.29,19,7,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.238556
611,2,Male,Married,0,3.54,21,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.004442
908,9,Male,Married,1,2.96,23,9,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,30.305199
705,3,Male,Married,1,1.95,14,3,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,29.458315
768,3,Male,Married,0,4.6199999,18,3,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,26.045643
704,3,Male,Married,0,3.0899999,5,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,27.87228
836,4,Male,Married,1,4.29,5,4,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,32.550453
273,0,Male,Married,2,3.4100001,7,,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,32.287868
293,1,Male,Married,0,2.0999999,2,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,25.471117
32,0,Male,Married,0,4.29,8,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.320555
239,0,Male,Married,1,2.0999999,0,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,26.286194
175,0,Male,Married,2,2.3199999,2,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,32.832073
645,2,Male,Married,0,4.29,13,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,30.373926
267,0,Male,Married,2,3.4000001,0,,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,30.310148
88,0,Male,Married,2,3.1500001,6,,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,32.994785
30,0,Male,Married,0,2.3199999,3,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,34.373856
787,4,Male,Single,0,4.29,7,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.323729
373,1,Male,Married,2,2.51,3,1,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,30.458128
433,1,Male,Married,0,2.3199999,4,1,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,32.003777
774,3,Male,Single,0,1.52,3,3,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,30.087004
66,0,Male,Married,1,2.76,3,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,31.338573
545,2,Male,Married,0,1.95,4,2,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.352337
382,1,Male,Married,0,3.5899999,10,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,34.192474
274,0,Male,Married,0,2.3199999,0,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,27.035278
763,3,Male,Married,0,2.6099999,5,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,31.98575
262,0,Male,Married,1,4.29,2,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,26.103807
109,0,Male,Married,3,2.21,3,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,28.365175
243,0,Male,Married,1,2.5799999,6,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,26.792444
351,1,Male,Married,1,2.3900001,3,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.334145
54,0,Male,Married,0,4.29,8,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,23.60627
149,0,Male,Married,0,3.3599999,2,,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,32.305489
756,3,Male,Married,0,2.6099999,0,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,26.870825
86,0,Male,Married,2,.92000002,1,,No,No,Yes,2-3-kids,Male,Yes,Adequate,No,No,No,33.891109
795,4,Male,Single,0,3.8499999,47,4,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.686764
331,1,Male,Single,0,4.29,6,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,26.013638
62,0,Male,Married,1,2.0999999,0,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,24.191607
750,3,Male,Married,0,3.6900001,26,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,30.411922
8,0,Male,Married,2,2.96,4,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,33.475578
71,0,Male,Single,0,2.1199999,2,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,33.204155
365,1,Male,Married,2,2.0999999,0,1,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,35.012333
748,3,Male,Married,0,1.42,3,3,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,35.800278
788,4,Male,Married,0,3.54,9,4,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,25.837873
609,2,Male,Married,1,4.29,12,2,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,33.743896
587,2,Male,Single,0,4.29,5,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.237778
708,3,Male,Single,0,2.8699999,12,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.111191
709,3,Male,Single,0,4.29,30,3,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,27.811913
805,4,Male,Married,2,1.86,15,4,No,No,Yes,2-3-kids,Male,Yes,Adequate,No,No,No,26.63546
853,5,Male,Married,2,3.8499999,15,5,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,32.215118
299,1,Male,Single,0,4.29,3,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,30.239054
226,0,Male,Married,2,4.29,15,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,28.307043
370,1,Male,Single,0,4.25,4,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,37.354313
327,1,Male,Married,2,3.9200001,2,1,No,No,Yes,2-3-kids,Male,No,Strong,No,No,Yes,33.544811
379,1,Male,Married,0,4.6199999,1,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,30.77529
553,2,Male,Married,1,2.5,2,2,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,25.423027
550,2,Male,Married,2,4.29,8,2,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,28.836876
392,1,Male,Married,1,4.54,10,1,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,27.375551
630,2,Male,Single,0,4.29,17,2,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,28.931286
79,0,Male,Married,1,2.26,5,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,26.359108
23,0,Male,Married,1,4.29,5,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,33.900501
810,4,Male,Single,0,4.6199999,18,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.772652
220,0,Male,Married,1,4.29,13,,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,29.843939
736,3,Male,Married,0,4.25,20,3,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,34.101631
493,1,Male,Married,1,4.3400002,4,1,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,32.863796
735,3,Male,Single,0,3.5899999,7,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,26.745991
911,11,Male,Married,2,2.8599999,7,11,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,26.808905
139,0,Male,Married,3,2.8599999,1,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,29.102827
409,1,Male,Married,1,3.4100001,10,1,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,27.260515
102,0,Male,Married,1,2.0999999,0,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,30.811407
578,2,Male,Single,0,2.8599999,4,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,26.906025
722,3,Male,Single,0,3.5899999,16,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.663977
469,1,Male,Single,0,3.3599999,5,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,29.954521
729,3,Male,Single,0,2.3199999,8,3,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,29.564156
857,5,Male,Married,0,4.25,12,5,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,27.525837
912,12,Male,Married,1,4.29,35,12,No,Yes,No,1-kid,Male,No,Elite,Yes,No,No,26.656513
909,9,Male,Married,1,1.86,47,9,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,31.865589
252,0,Male,Single,0,4.29,7,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.521467
300,1,Male,Single,0,1.8099999,10,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,32.617741
184,0,Male,Married,1,2.0999999,12,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.139347
214,0,Male,Married,2,4.54,1,,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,25.163986
868,5,Male,Married,0,2.5,4,5,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,28.575268
781,3,Male,Married,3,2.8599999,3,3,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,26.3582
270,0,Male,Single,0,1.6799999,5,,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,33.225647
858,5,Male,Single,0,3.3599999,11,5,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,32.993427
512,1,Male,Married,1,3.54,21,1,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,32.419201
760,3,Male,Married,1,3.6199999,5,3,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,26.327932
724,3,Male,Married,1,2.96,5,3,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,29.063339
737,3,Male,Married,2,2.8299999,7,3,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,27.735714
619,2,Male,Married,0,1.76,0,2,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,32.445213
90,0,Male,Married,1,2.51,8,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,27.78933
786,4,Male,Married,0,4.29,22,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,33.878017
780,3,Male,Married,1,3.0899999,5,3,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,32.356205
68,0,Male,Married,0,1.6799999,6,,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,34.241596
258,0,Male,Married,2,2.8599999,11,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,26.143745
310,1,Male,Married,1,3.9200001,0,1,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,31.863071
649,2,Male,Single,0,2.26,3,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,33.419395
296,1,Male,Married,0,1.78,1,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,29.668081
346,1,Male,Married,1,2.26,1,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,27.971727
269,0,Male,Married,2,2.3199999,5,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,31.366379
46,0,Male,Married,1,1.1799999,0,,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,30.320267
523,2,Male,Single,0,3.0899999,14,2,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,34.301205
728,3,Male,Single,0,3.9200001,0,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,30.668934
875,5,Male,Married,1,1.76,11,5,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,26.553026
496,1,Male,Married,0,1.8099999,0,1,Yes,No,No,0-kids,Male,Yes,Adequate,No,No,No,32.42717
1,0,Male,Married,0,2.52,7,,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,27.253433
568,2,Male,Married,2,4.54,2,2,No,No,Yes,2-3-kids,Male,No,Elite,Yes,No,No,29.487501
913,12,Male,Married,1,1.86,5,12,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,31.942453
830,4,Male,Single,0,4.29,19,4,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,31.561131
132,0,Male,Married,1,3.3599999,23,,No,Yes,No,1-kid,Male,No,Strong,No,No,Yes,26.453936
772,3,Male,Single,0,3.54,12,3,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,27.304506
831,4,Male,Single,0,3.6900001,7,4,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,31.057394
375,1,Male,Married,1,2,11,1,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,25.222319
209,0,Male,Married,3,2.8599999,7,,No,No,Yes,2-3-kids,Male,No,Good,No,Yes,No,29.461258
733,3,Male,Married,1,1.8,4,3,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,32.043503
218,0,Male,Married,0,4.29,6,,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.130533
614,2,Male,Single,0,2.3900001,4,2,Yes,No,No,0-kids,Male,No,Good,No,Yes,No,32.865791
812,4,Male,Married,1,1.86,47,4,No,Yes,No,1-kid,Male,Yes,Adequate,No,No,No,35.481308
437,1,Male,Single,0,3.9200001,2,1,Yes,No,No,0-kids,Male,No,Strong,No,No,Yes,28.443277
451,1,Male,Married,0,4.3400002,10,1,Yes,No,No,0-kids,Male,No,Elite,Yes,No,No,29.121504
182,0,Male,Married,1,2.21,19,,No,Yes,No,1-kid,Male,No,Good,No,Yes,No,34.07988
424,1,Female,Married,1,2.8299999,5,1,No,Yes,No,1-kid,Female,No,Good,No,Yes,No,10.537462
596,2,Female,Married,1,3.6900001,10,2,No,Yes,No,1-kid,Female,No,Strong,No,No,Yes,16.352543
284,1,Female,Single,0,2.1400001,6,1,Yes,No,No,0-kids,Female,No,Good,No,Yes,No,13.85553
