id,choice2011,wage2011,educ2011,expwc2011,expbc2011,expser2011,manuf2011,black2011,enroll2011,employ2011,exper2011,status2011,choice2012,wage2012,educ2012,expwc2012,expbc2012,expser2012,manuf2012,black2012,enroll2012,employ2012,exper2012,status2012,choice2013,wage2013,educ2013,expwc2013,expbc2013,expser2013,manuf2013,black2013,enroll2013,employ2013,exper2013,status2013,choice2014,wage2014,educ2014,expwc2014,expbc2014,expser2014,manuf2014,black2014,enroll2014,employ2014,exper2014,status2014,choice2015,wage2015,educ2015,expwc2015,expbc2015,expser2015,manuf2015,black2015,enroll2015,employ2015,exper2015,status2015,choice2016,wage2016,educ2016,expwc2016,expbc2016,expser2016,manuf2016,black2016,enroll2016,employ2016,exper2016,status2016,choice2017,wage2017,educ2017,expwc2017,expbc2017,expser2017,manuf2017,black2017,enroll2017,employ2017,exper2017,status2017
233,4,10619.39,12,0,2,0,0,1,0,1,2,3,4,,12,0,3,0,0,1,0,1,3,3,4,,12,0,4,0,0,1,0,1,4,3,4,,12,0,5,0,,1,0,1,5,3,3,15700.69,12,0,6,0,0,1,0,1,6,3,4,9630.25,12,1,6,0,0,1,0,1,7,3,2,,12,1,7,0,0,1,0,0,8,2
234,3,10684.7,12,0,0,0,1,1,0,1,0,3,2,,12,1,0,0,0,1,0,0,1,2,3,19472,12,1,0,0,0,1,0,1,1,3,3,20432.18,12,2,0,0,0,1,0,1,2,3,2,,12,3,0,0,0,1,0,0,3,2,3,21698.721,12,3,0,0,0,1,0,1,3,3,4,24315.84,12,4,0,0,0,1,0,1,4,3
239,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,,12,0,0,0,1,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,,,,,,,,,,,,
241,4,8755.6602,10,0,0,0,0,1,0,1,0,3,4,9333.8398,10,0,1,0,0,1,0,1,1,3,5,9515.1104,10,0,2,0,1,1,0,1,2,3,4,11327.77,10,0,2,1,1,1,0,1,3,3,4,12516.74,10,0,3,1,0,1,0,1,4,3,4,3880.95,10,0,4,1,0,1,0,1,5,3,4,13405.92,10,0,5,1,0,1,0,1,6,3
242,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,12629.76,10,0,0,0,0,1,0,1,0,3,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,
244,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,4,,15,0,0,0,0,1,0,1,0,3,4,20345.061,15,0,1,0,0,1,0,1,1,3,4,,15,0,2,0,0,1,0,1,2,3,4,12112.52,15,0,3,0,0,1,0,1,3,3,4,,15,0,4,0,0,1,0,1,4,3
246,4,11048.14,10,0,0,0,0,1,0,1,0,3,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,4,13897.22,10,0,1,0,0,1,0,1,1,3,2,,10,0,2,0,0,1,0,0,2,2,2,,10,0,2,0,0,1,0,0,2,2
258,1,,11,0,0,0,0,1,1,0,0,1,4,11010.82,12,0,0,0,0,1,0,1,0,3,1,,12,0,1,0,0,1,1,0,1,1,4,15704.51,13,0,1,0,1,1,0,1,1,3,4,22316.619,13,0,2,0,1,1,0,1,2,3,2,,13,0,3,0,0,1,0,0,3,2,,,13,0,3,0,,1,0,0,3,
259,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,,10,0,0,0,0,1,0,1,0,3,4,,10,0,1,0,0,1,0,1,1,3,4,13138.63,10,0,2,0,0,1,0,1,2,3,4,12674.69,10,0,3,0,0,1,0,1,3,3
261,4,1274.08,9,0,0,1,0,1,0,1,1,3,2,,9,0,1,1,0,1,0,0,2,2,2,,9,0,1,1,0,1,0,0,2,2,5,3807.4299,9,0,1,1,0,1,0,1,2,3,2,,9,0,1,2,0,1,0,0,3,2,2,,9,0,1,2,0,1,0,0,3,2,4,10246.63,9,0,1,2,0,1,0,1,3,3
263,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,4,15302.28,12,0,0,0,0,1,0,1,0,3,4,15412.97,12,0,1,0,0,1,0,1,1,3,4,10437.05,12,0,2,0,0,1,0,1,2,3,5,9917.5703,12,0,3,0,0,1,0,1,3,3,4,9718.4805,12,0,3,1,0,1,0,1,4,3
267,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,8385.3496,10,0,0,0,0,1,0,1,0,3,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,4,10848.04,10,0,1,0,0,1,0,1,1,3
268,1,,11,0,0,0,0,1,1,0,0,1,5,7920.4502,12,0,0,0,0,1,0,1,0,3,3,16914.51,12,0,0,1,0,1,0,1,1,3,3,10593.22,12,1,0,1,0,1,0,1,2,3,1,,12,2,0,1,0,1,1,0,3,1,2,,13,2,0,1,0,1,0,0,3,2,2,,13,2,0,1,0,1,0,0,3,2
272,2,,14,0,0,0,0,1,0,0,0,2,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,1,,15,0,0,0,0,1,1,0,0,1,3,7922.9302,16,0,0,0,0,1,0,1,0,3,3,12890.97,16,1,0,0,0,1,0,1,1,3,3,14800.13,16,2,0,0,0,1,0,1,2,3
273,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,1,,12,0,0,0,0,1,1,0,0,1,2,,13,0,0,0,0,1,0,0,0,2,3,,13,0,0,0,1,1,0,1,0,3,5,,13,1,0,0,0,1,0,1,1,3,4,9749.7598,13,1,0,1,0,1,0,1,2,3
277,2,,13,0,0,0,0,1,0,0,0,2,4,15157.17,13,0,0,0,0,1,0,1,0,3,4,18362.779,13,0,1,0,0,1,0,1,1,3,4,17283.039,13,0,2,0,0,1,0,1,2,3,4,14779.08,13,0,3,0,1,1,0,1,3,3,4,,13,0,4,0,0,1,0,1,4,3,,,,,,,,,,,,
280,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,3,8241.7598,12,0,0,0,0,1,0,1,0,3,4,8474.5801,12,1,0,0,1,1,0,1,1,3,4,,12,1,1,0,1,1,0,1,2,3,4,,12,1,2,0,0,1,0,1,3,3,3,5459.8599,12,1,3,0,0,1,0,1,4,3
282,5,8046.52,12,0,0,0,0,1,0,1,0,3,1,,12,0,0,1,0,1,1,0,1,1,1,,13,0,0,1,0,1,1,0,1,1,1,,14,0,0,1,0,1,1,0,1,1,2,,15,0,0,1,0,1,0,0,1,2,1,,15,0,0,1,0,1,1,0,1,1,5,9706.0303,16,0,0,1,0,1,0,1,1,3
283,1,,11,0,0,0,0,1,1,0,0,1,4,9632.5898,12,0,0,0,0,1,0,1,0,3,3,10688.35,12,0,1,0,0,1,0,1,1,3,3,11609.88,12,1,1,0,0,1,0,1,2,3,4,11426.48,12,2,1,0,0,1,0,1,3,3,3,10119.97,12,2,2,0,0,1,0,1,4,3,5,8219.75,12,3,2,0,0,1,0,1,5,3
288,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,3,7428.0601,11,0,0,0,1,1,0,1,0,3,5,11206.61,11,1,0,0,1,1,0,1,1,3
291,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,3,5956.8799,15,0,0,0,0,1,0,1,0,3,4,4553.8398,15,1,0,0,0,1,0,1,1,3,3,11216.75,15,1,1,0,0,1,0,1,2,3,3,13649.66,15,2,1,0,0,1,0,1,3,3
294,4,8137.0898,12,0,0,0,0,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2,4,7620.0698,12,0,1,0,1,1,0,1,1,3,4,8073.1201,12,0,2,0,0,1,0,1,2,3,4,8231.7402,12,0,3,0,0,1,0,1,3,3
297,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2
299,4,8166.0601,9,0,0,0,0,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,3,9489.3496,14,0,0,0,0,1,0,1,0,3,4,12370.66,14,1,0,0,0,1,0,1,1,3,4,10750.16,14,1,1,0,0,1,0,1,2,3,2,,14,1,2,0,0,1,0,0,3,2,4,17049.4,14,1,2,0,0,1,0,1,3,3
309,2,,11,0,2,0,0,1,0,0,2,2,4,,11,0,2,0,0,1,0,1,2,3,1,,11,0,3,0,0,1,1,0,3,1,4,,12,0,3,0,0,1,0,1,3,3,4,,12,0,4,0,1,1,0,1,4,3,3,21257.439,12,0,5,0,1,1,0,1,5,3,4,16963.289,12,1,5,0,0,1,0,1,6,3
312,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,2,,14,0,0,0,0,1,0,0,0,2,1,,14,0,0,0,0,1,1,0,0,1,4,15306.49,15,0,0,0,1,1,0,1,0,3,5,13643.96,15,0,1,0,1,1,0,1,1,3,5,13162.17,15,0,1,1,1,1,0,1,2,3
313,2,,13,0,0,0,0,1,0,0,0,2,4,7319.98,13,0,0,0,0,1,0,1,0,3,4,10180.29,13,0,1,0,1,1,0,1,1,3,4,10300.43,13,0,2,0,1,1,0,1,2,3,4,10437.05,13,0,3,0,1,1,0,1,3,3,2,,13,0,4,0,0,1,0,0,4,2,5,6083.8501,13,0,4,0,0,1,0,1,4,3
314,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,5,8555.4697,16,0,0,0,0,1,0,1,0,3,1,,16,0,0,1,0,1,1,0,1,1,3,19679.891,17,0,0,1,0,1,0,1,1,3
318,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2
319,4,10021.77,12,0,0,0,1,1,0,1,0,3,4,12852.92,12,0,1,0,1,1,0,1,1,3,4,11264.42,12,0,2,0,1,1,0,1,2,3,4,10733.14,12,0,3,0,1,1,0,1,3,3,4,12986.83,12,0,4,0,1,1,0,1,4,3,4,16579.26,12,0,5,0,0,1,0,1,5,3,3,16941.75,12,0,6,0,0,1,0,1,6,3
321,1,,9,0,0,0,0,1,1,0,0,1,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2
327,2,,11,0,1,0,0,1,0,0,1,2,4,11902.44,11,0,1,0,0,1,0,1,1,3,4,11562.17,11,0,2,0,1,1,0,1,2,3,4,7775.3198,11,0,3,0,0,1,0,1,3,3,4,22917.9,11,0,4,0,0,1,0,1,4,3,4,54414.141,11,0,5,0,0,1,0,1,5,3,3,35489.121,11,0,6,0,0,1,0,1,6,3
329,4,14912.08,12,0,0,0,1,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,4,11200.97,12,0,1,0,0,1,0,1,1,3,4,22699.529,12,0,2,0,1,1,0,1,2,3,4,19219.961,12,0,3,0,1,1,0,1,3,3,3,44079.879,12,0,4,0,1,1,0,1,4,3,3,31589.221,12,1,4,0,1,1,0,1,5,3
334,4,8292.6699,9,0,0,0,0,1,0,1,0,3,4,,9,0,1,0,0,1,0,1,1,3,2,,9,0,2,0,0,1,0,0,2,2,4,,9,0,2,0,0,1,0,1,2,3,,,9,0,3,0,,1,0,0,3,,3,8601.9697,9,0,3,0,1,1,0,1,3,3,4,12476.52,9,1,3,0,1,1,0,1,4,3
336,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,2,,15,0,0,0,0,1,0,0,0,2,4,15317.97,15,0,0,0,0,1,0,1,0,3,4,,15,0,1,0,0,1,0,1,1,3,4,,15,0,2,0,0,1,0,1,2,3,,,15,0,3,0,,1,0,0,3,
337,2,,7,0,0,0,0,1,0,0,0,2,1,,7,0,0,0,0,1,1,0,0,1,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2
339,2,,10,0,0,0,0,1,0,0,0,2,5,5879.9399,10,0,0,0,0,1,0,1,0,3,3,10779.31,10,0,0,1,1,1,0,1,1,3,2,,10,1,0,1,0,1,0,0,2,2,3,15720.06,10,1,0,1,0,1,0,1,2,3,2,,10,2,0,1,0,1,0,0,3,2,2,,10,2,0,1,0,1,0,0,3,2
340,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,4,11451.63,14,0,0,0,1,1,0,1,0,3,1,,14,0,1,0,0,1,1,0,1,1,2,,15,0,1,0,0,1,0,0,1,2,1,,15,0,1,0,0,1,1,0,1,1,5,10576.67,16,0,1,0,0,1,0,1,1,3
344,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,,,16,0,0,0,,1,0,0,0,,,,16,0,0,0,,1,0,0,0,
355,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,10958.73,10,0,0,0,1,1,0,1,0,3
359,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2
364,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,3,7281.6499,9,0,0,0,1,1,0,1,0,3,3,7581.4902,9,1,0,0,1,1,0,1,1,3,4,7338.73,9,2,0,0,1,1,0,1,2,3,5,7301.2202,9,2,1,0,0,1,0,1,3,3,2,,9,2,1,1,0,1,0,0,4,2
365,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,2,,14,0,0,0,0,1,0,0,0,2,2,,14,0,0,0,0,1,0,0,0,2,2,,14,0,0,0,0,1,0,0,0,2,1,,14,0,0,0,0,1,1,0,0,1,5,16574.59,15,0,0,0,0,1,0,1,0,3
369,2,,9,0,0,0,0,1,0,0,0,2,4,8103.7798,9,0,0,0,1,1,0,1,0,3,3,11084.79,9,0,1,0,1,1,0,1,1,3,4,7325.6201,9,1,1,0,1,1,0,1,2,3,2,,9,1,2,0,0,1,0,0,3,2,5,11027.5,9,1,2,0,0,1,0,1,3,3,5,11718.48,9,1,2,1,0,1,0,1,4,3
374,3,11564.71,12,0,1,0,0,1,0,1,1,3,3,12991.5,12,1,1,0,0,1,0,1,2,3,3,13373.34,12,2,1,0,0,1,0,1,3,3,3,11747,12,3,1,0,0,1,0,1,4,3,3,13023.78,12,4,1,0,0,1,0,1,5,3,3,15387.36,12,5,1,0,0,1,0,1,6,3,2,,12,6,1,0,0,1,0,0,7,2
376,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,4,15656.81,9,0,0,0,0,1,0,1,0,3
380,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,2,,16,0,0,0,0,1,0,0,0,2,,,16,0,0,0,,1,0,0,0,,2,,16,0,0,0,0,1,0,0,0,2
384,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2
385,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,3,18964.82,16,0,0,0,0,1,0,1,0,3,3,9059.96,16,1,0,0,0,1,0,1,1,3
387,4,,9,0,1,0,0,1,0,1,1,3,4,7953.0498,9,0,2,0,1,1,0,1,2,3,2,,9,0,3,0,0,1,0,0,3,2,4,,9,0,3,0,0,1,0,1,3,3,4,11532.29,9,0,4,0,1,1,0,1,4,3,4,,9,0,5,0,0,1,0,1,5,3,2,,9,0,6,0,0,1,0,0,6,2
389,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,4,,8,0,0,0,0,1,0,1,0,3,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2
390,2,,8,0,0,0,0,1,0,0,0,2,1,,8,0,0,0,0,1,1,0,0,1,5,3821.97,9,0,0,0,0,1,0,1,0,3,4,,9,0,0,1,0,1,0,1,1,3,4,21412.471,9,0,1,1,0,1,0,1,2,3,4,22335.67,9,0,2,1,0,1,0,1,3,3,3,21449.471,9,0,3,1,0,1,0,1,4,3
395,1,,11,0,0,0,0,1,1,0,0,1,4,13376.07,12,0,0,0,0,1,0,1,0,3,5,16901.1,12,0,1,0,0,1,0,1,1,3,5,16657.609,12,0,1,1,0,1,0,1,2,3,4,20535.68,12,0,1,2,0,1,0,1,3,3,4,20543.539,12,0,2,2,0,1,0,1,4,3,3,22482.939,12,0,3,2,0,1,0,1,5,3
397,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,1,,10,0,0,0,0,1,1,0,0,1,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,3,21959.939,11,0,0,0,0,1,0,1,0,3
400,1,,11,0,0,0,0,1,1,0,0,1,4,,12,0,0,0,0,1,0,1,0,3,4,12119.45,12,0,1,0,0,1,0,1,1,3,4,,12,0,2,0,0,1,0,1,2,3,4,,12,0,3,0,0,1,0,1,3,3,4,18652.279,12,0,4,0,0,1,0,1,4,3,4,26324.35,12,0,5,0,0,1,0,1,5,3
405,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,5,,12,0,0,0,,1,0,1,0,3,4,11313.66,12,0,0,1,0,1,0,1,1,3,4,,12,0,1,1,0,1,0,1,2,3,2,,12,0,2,1,0,1,0,0,3,2,5,17105.869,12,0,2,1,0,1,0,1,3,3
411,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,7821.9702,12,0,0,0,0,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2
416,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2
421,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,5,6320.9502,10,0,0,0,0,1,0,1,0,3,5,6190.3198,10,0,0,1,0,1,0,1,1,3,2,,10,0,0,2,0,1,0,0,2,2
429,1,,11,0,0,0,0,1,1,0,0,1,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,3,17667.01,16,0,0,0,1,1,0,1,0,3,3,41978.559,16,1,0,0,1,1,0,1,1,3
431,3,,12,0,0,0,0,1,0,1,0,3,2,,12,1,0,0,0,1,0,0,1,2,4,,12,1,0,0,0,1,0,1,1,3,3,9942.5801,12,1,1,0,0,1,0,1,2,3,5,9973.4199,12,2,1,0,0,1,0,1,3,3,5,12012.16,12,2,1,1,0,1,0,1,4,3,5,14156.65,12,2,1,2,0,1,0,1,5,3
435,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,3,16744.609,16,0,0,0,0,1,0,1,0,3,3,17078.15,16,1,0,0,0,1,0,1,1,3,3,15317.54,16,2,0,0,0,1,0,1,2,3,3,24374.4,16,3,0,0,0,1,0,1,3,3
437,4,11933.17,12,0,0,0,0,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,4,,12,0,1,0,0,1,0,1,1,3,4,,12,0,2,0,0,1,0,1,2,3,4,,12,0,3,0,1,1,0,1,3,3,4,,12,0,4,0,0,1,0,1,4,3,4,21936.961,12,0,5,0,0,1,0,1,5,3
438,1,,11,0,0,0,0,1,1,0,0,1,1,,12,0,0,0,0,1,1,0,0,1,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,3,,15,0,0,0,0,1,0,1,0,3
445,2,,10,0,0,0,0,1,0,0,0,2,4,9302.2402,10,0,0,0,0,1,0,1,0,3,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,3,13415.89,10,0,1,0,0,1,0,1,1,3,3,14294.19,10,1,1,0,0,1,0,1,2,3,4,20474.5,10,2,1,0,0,1,0,1,3,3
448,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,4,12563.12,11,0,0,0,0,1,0,1,0,3,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2
450,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2
459,5,8413.2695,9,0,0,0,0,1,0,1,0,3,2,,9,0,0,1,0,1,0,0,1,2,2,,9,0,0,1,0,1,0,0,1,2,3,10725.64,9,0,0,1,0,1,0,1,1,3,3,10614.95,9,1,0,1,0,1,0,1,2,3,5,7043.5,9,2,0,1,0,1,0,1,3,3,3,14259.02,9,2,0,2,0,1,0,1,4,3
464,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,18533.949,12,0,0,0,0,1,0,1,0,3,5,8578.2305,12,0,1,0,0,1,0,1,1,3,5,8711.9199,12,0,1,1,0,1,0,1,2,3,5,16574.59,12,0,1,2,0,1,0,1,3,3
466,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,5,,11,0,0,0,0,1,0,1,0,3,5,9667.4805,11,0,0,1,0,1,0,1,1,3,3,,11,0,0,2,0,1,0,1,2,3,2,,11,1,0,2,0,1,0,0,3,2,5,6463.9702,11,1,0,2,0,1,0,1,3,3
467,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,1,,16,0,0,0,0,1,1,0,0,1,3,25434.02,17,0,0,0,1,1,0,1,0,3,3,28311.859,17,1,0,0,0,1,0,1,1,3,3,30263.25,17,2,0,0,0,1,0,1,2,3
468,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,3,29098.49,16,0,0,0,1,1,0,1,0,3,1,,16,1,0,0,0,1,1,0,1,1,1,,17,1,0,0,0,1,1,0,1,1
471,5,8109.6802,12,0,1,1,0,1,0,1,2,3,5,7758.8101,12,0,1,2,0,1,0,1,3,3,2,,12,0,1,3,0,1,0,0,4,2,2,,12,0,1,3,0,1,0,0,4,2,4,9300.5596,12,0,1,3,1,1,0,1,4,3,4,10053.32,12,0,2,3,1,1,0,1,5,3,4,10690.33,12,0,3,3,1,1,0,1,6,3
473,2,,11,0,0,0,0,1,0,0,0,2,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,4,13058.15,12,0,0,0,0,1,0,1,0,3,4,,12,0,1,0,0,1,0,1,1,3,4,27788.199,12,0,2,0,1,1,0,1,2,3,2,,12,0,3,0,0,1,0,0,3,2
475,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,5,8690,15,0,0,0,0,1,0,1,0,3,4,11787.01,15,0,0,1,1,1,0,1,1,3,4,12916.41,15,0,1,1,1,1,0,1,2,3,4,10724.73,15,0,2,1,1,1,0,1,3,3
476,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,3,13557.97,16,0,0,0,0,1,0,1,0,3,3,13565.86,16,1,0,0,0,1,0,1,1,3,3,13706.81,16,2,0,0,0,1,0,1,2,3
480,4,5855.9702,10,0,1,0,0,1,0,1,1,3,2,,10,0,2,0,0,1,0,0,2,2,4,9846.5195,10,0,2,0,0,1,0,1,2,3,4,,10,0,3,0,0,1,0,1,3,3,2,,10,0,4,0,0,1,0,0,4,2,2,,10,0,4,0,0,1,0,0,4,2,2,,10,0,4,0,0,1,0,0,4,2
