id,momage,anti90,anti92,anti94,gender,childage,hispanic,black,momwork,married,self90,self92,self94,pov90,pov92,pov94
382,19,1,3,1,1,8.666667,0,1,1,0,18,24,23,1,1,1
383,21,5,5,4,1,9.333333,0,1,1,1,20,17,19,1,1,1
384,22,5,5,6,1,8,0,1,1,1,23,21,16,1,1,1
385,23,4,5,6,0,9.5,0,1,0,1,17,22,20,1,1,0
386,19,4,6,3,0,8.166667,0,1,1,0,20,23,17,1,1,1
387,18,0,1,0,0,9.25,0,1,0,0,23,24,24,1,1,1
388,17,1,2,2,1,8.333333,0,1,0,0,16,23,24,1,1,1
389,22,5,2,2,0,9.083333,0,1,0,0,20,23,22,0,0,1
390,22,2,4,6,1,9.333333,0,1,1,1,22,11,12,1,1,1
391,20,1,2,0,0,9.166667,0,1,0,0,21,19,13,0,0,0
392,20,0,0,1,1,9.833333,0,1,1,0,24,20,22,0,0,0
393,21,3,3,4,0,8.75,0,1,1,0,22,24,24,0,0,0
394,18,0,2,2,1,8.583333,0,1,0,0,12,22,21,0,0,0
395,19,0,1,2,0,8.25,0,1,1,0,11,23,21,0,0,0
396,18,2,3,2,1,9,0,1,0,0,16,17,23,0,0,0
397,21,4,5,5,0,9.25,0,1,1,0,24,21,24,1,1,1
398,18,0,1,0,1,9.416667,0,1,0,0,22,21,24,1,1,0
399,18,2,2,1,0,8.25,0,1,0,0,16,20,20,0,1,1
400,22,2,1,2,1,9.416667,0,1,0,1,23,20,21,0,0,0
401,20,1,1,1,1,8,0,1,0,0,24,22,23,0,0,0
402,17,2,1,1,1,8.916667,0,1,0,0,22,22,18,1,1,1
403,22,0,1,0,1,8.166667,0,1,0,0,24,24,21,1,0,0
404,21,0,0,0,1,8,1,0,0,0,23,18,24,0,0,0
405,24,0,0,3,1,9.25,1,0,0,1,21,16,23,0,0,0
406,24,3,2,2,0,8.583333,0,1,0,1,17,24,20,1,0,0
407,24,4,1,3,1,8.666667,0,1,0,0,22,17,23,0,0,0
408,19,0,1,1,1,8.833333,0,1,1,0,23,24,21,1,1,1
409,19,4,4,4,0,9.583333,0,1,0,1,22,21,21,1,1,0
410,16,0,1,1,0,9.583333,0,1,0,0,23,23,23,0,0,1
411,19,4,4,2,0,8.333333,1,0,1,1,20,11,19,1,0,0
412,22,2,2,4,1,10,0,1,0,1,19,22,24,0,0,0
413,19,1,1,2,1,8.083333,1,0,0,0,19,24,20,0,0,0
414,19,3,3,4,0,8.916667,1,0,1,0,20,19,24,1,0,0
415,20,0,0,0,1,8.583333,1,0,0,0,23,23,19,0,0,0
416,22,0,0,0,0,9.416667,1,0,0,0,15,22,20,0,0,0
417,19,1,3,1,1,8,0,1,0,0,22,12,9,0,0,1
418,17,3,2,5,0,9.916667,0,1,1,0,11,14,17,1,1,1
419,18,1,2,5,0,8.833333,0,1,1,0,21,18,17,1,1,1
420,18,0,1,2,1,8.333333,1,0,1,0,21,23,22,1,1,1
421,20,0,0,0,0,9.5,1,0,1,0,15,16,14,0,1,1
422,23,2,3,1,1,9.333333,0,1,1,0,24,17,24,0,0,0
423,22,2,0,1,0,8.25,1,0,0,0,20,24,24,0,0,0
424,19,1,0,0,0,8.333333,1,0,0,0,16,18,24,0,0,0
425,23,5,5,1,0,9.583333,0,1,1,0,24,24,24,0,0,0
426,23,2,3,1,1,9.333333,1,0,1,1,21,24,23,1,1,1
427,19,0,0,2,1,8.75,1,0,1,0,18,15,14,1,0,0
428,19,0,2,2,0,9.833333,0,1,0,0,19,24,22,0,0,1
429,21,3,2,4,1,8.083333,1,0,1,0,21,17,23,1,1,1
430,22,2,1,0,1,8.25,1,0,1,1,21,18,24,1,1,1
431,18,0,0,1,1,9.333333,1,0,1,0,24,21,17,1,0,1
432,18,0,0,0,1,9.166667,1,0,0,0,21,24,19,1,0,1
433,20,4,5,6,0,9.916667,0,1,1,0,15,17,24,1,1,1
434,22,0,0,0,0,8.75,1,0,0,0,13,19,12,0,0,0
435,20,3,6,6,0,9.916667,1,0,1,0,19,17,20,0,0,0
436,21,2,3,2,0,8.833333,1,0,1,0,23,20,22,0,0,0
437,19,1,1,2,1,8.083333,1,0,0,1,17,11,13,1,1,1
438,22,0,1,0,1,9.083333,1,0,0,0,23,23,19,0,0,0
439,24,1,0,1,0,8.25,1,0,1,0,20,17,20,0,0,1
440,24,1,0,2,1,8.25,1,0,1,0,18,22,15,0,0,1
441,20,1,3,0,1,8.083333,1,0,1,0,21,23,21,0,1,1
442,24,3,3,2,1,8.666667,1,0,0,0,12,18,21,0,0,0
443,19,1,2,1,1,8.25,1,0,1,0,22,19,24,1,0,1
444,21,2,1,0,0,8.916667,1,0,1,0,19,15,19,1,1,1
445,20,0,0,0,1,9.166667,1,0,0,0,15,21,16,0,1,0
446,19,0,0,0,1,9.916667,1,0,0,0,19,24,21,0,0,0
447,23,0,0,0,1,8.583333,1,0,0,0,20,16,18,0,0,0
448,24,0,0,0,1,8.583333,0,1,0,0,23,21,24,1,1,1
449,17,1,2,2,0,8.333333,1,0,1,0,19,20,21,0,0,1
450,17,3,2,3,1,9.666667,1,0,0,0,21,18,24,0,0,0
451,18,3,3,4,1,8.333333,1,0,0,0,19,19,17,0,0,0
452,24,3,1,2,0,9.166667,1,0,1,0,17,19,18,1,1,1
453,20,4,0,1,0,9.583333,1,0,1,0,18,16,17,1,1,1
454,22,1,0,0,0,10,1,0,0,1,22,22,22,0,0,0
455,19,1,1,0,1,8.666667,1,0,0,0,19,23,21,0,0,0
456,21,3,3,2,1,8.583333,0,1,0,0,18,18,24,0,0,0
457,19,1,1,4,0,9.583333,0,1,0,0,17,23,22,0,0,0
458,21,0,0,2,1,8.25,0,1,0,0,21,23,23,0,0,0
459,22,2,1,1,0,8.166667,0,1,0,1,20,24,21,0,0,0
460,21,0,0,0,1,8.583333,0,1,0,0,24,13,23,0,1,0
461,23,4,6,4,1,8.416667,0,1,0,0,19,23,22,0,0,0
462,19,2,0,0,1,8.666667,0,1,0,0,23,24,23,0,0,0
463,22,4,4,5,0,9.75,0,1,0,0,22,24,24,0,0,0
464,18,2,2,2,0,8.75,0,1,0,0,22,24,18,1,1,0
465,21,3,1,3,0,9.666667,0,1,0,0,24,22,24,0,0,0
466,22,1,0,2,0,8.583333,0,1,0,0,16,24,22,0,0,0
467,16,1,0,1,1,10,0,1,0,1,15,16,14,1,0,0
468,17,3,2,2,1,9.5,0,1,1,0,13,23,22,1,1,1
469,17,0,2,2,0,8.833333,1,0,1,1,22,20,23,0,1,0
470,25,1,0,0,0,8.416667,1,0,0,0,22,24,24,0,0,0
471,17,2,1,2,1,8,0,1,0,0,13,14,11,1,1,0
472,19,1,0,2,1,9.25,0,1,0,0,19,23,24,1,1,1
473,24,0,0,0,1,9.083333,0,1,0,0,24,24,20,0,0,0
474,20,0,1,0,1,9.25,1,0,1,1,17,12,10,1,1,1
475,23,0,1,1,0,8.916667,1,0,1,0,13,13,19,0,0,0
476,20,0,0,0,0,8,1,0,0,0,20,23,23,0,0,0
477,23,2,4,0,1,8.583333,1,0,0,0,21,24,24,0,0,0
478,19,2,0,0,0,9,1,0,0,1,24,23,24,1,0,0
479,22,2,2,2,1,8.833333,1,0,0,0,15,13,10,0,0,0
480,19,2,2,2,0,9.5,1,0,0,0,20,23,24,0,0,0
481,19,0,1,1,0,10,1,0,0,1,20,16,19,0,0,0
482,22,0,1,5,1,8.916667,1,0,0,0,23,21,16,0,0,0
483,16,0,0,0,1,9.416667,1,0,1,0,18,19,17,0,1,1
484,21,2,4,3,1,9.75,0,1,0,0,17,10,15,0,1,1
485,18,2,1,2,1,9.416667,0,1,0,0,24,21,23,1,1,1
486,18,0,0,0,1,8.916667,0,1,0,0,22,24,24,1,1,0
487,21,3,2,3,0,9.416667,0,1,0,0,24,19,22,1,1,1
488,19,2,3,3,1,9.083333,0,1,0,0,20,20,19,1,0,0
489,21,6,6,3,1,9.583333,0,1,0,0,21,19,24,1,0,1
490,20,0,0,0,1,9.333333,0,1,1,0,17,24,24,1,1,1
491,18,1,0,2,0,9.75,0,1,0,0,11,21,22,1,1,1
492,19,4,4,1,0,8.916667,0,1,1,0,24,19,20,1,1,1
493,22,1,2,2,1,8.25,1,0,1,0,20,24,20,1,1,1
494,21,2,2,2,0,8.833333,1,0,1,1,21,24,22,1,1,1
495,20,0,0,0,0,9.666667,1,0,0,1,22,24,24,0,0,0
496,21,0,0,0,0,8.166667,1,0,0,1,24,24,24,0,0,0
497,19,1,1,1,0,8.083333,1,0,0,0,12,19,24,0,0,0
498,18,1,2,1,0,9,1,0,1,0,22,24,23,1,1,0
499,23,1,0,1,1,9.166667,0,1,0,0,24,21,18,0,0,0
500,21,3,2,3,0,8.916667,0,1,0,0,24,24,24,0,0,0
501,24,1,0,1,1,8.583333,0,1,0,1,21,24,24,0,0,0
502,21,0,2,0,1,9.75,0,1,0,1,12,21,18,0,1,1
503,23,0,0,0,0,8.25,0,1,0,1,14,20,24,0,1,1
504,23,0,0,1,0,8.583333,1,0,0,0,22,23,24,0,0,0
505,20,2,2,1,0,9.75,0,1,0,0,17,20,22,0,0,0
506,25,4,1,2,1,8.583333,0,1,0,0,22,24,18,0,0,0
507,25,0,1,0,0,8.083333,1,0,0,0,24,22,23,0,0,0
508,16,1,1,0,1,9.916667,1,0,1,0,24,21,24,0,0,0
509,18,1,4,4,0,8.416667,1,0,1,0,23,17,19,0,0,0
510,21,1,1,0,1,8.083333,0,1,1,0,19,24,21,1,1,1
511,22,1,1,2,1,8.5,1,0,0,0,21,21,21,0,0,0
512,22,0,2,3,1,8.5,1,0,1,0,22,20,22,0,0,1
513,17,0,0,0,1,8.75,1,0,1,0,21,24,24,0,0,0
514,18,0,0,0,1,10,0,1,0,1,23,24,22,0,1,1
515,18,3,4,3,1,8.333333,0,1,0,1,19,21,23,1,1,0
516,21,6,5,5,0,9,1,0,1,0,17,20,24,1,1,1
517,21,2,1,4,0,9.416667,0,1,0,0,22,22,17,0,0,0
518,19,3,2,0,1,8.666667,1,0,1,0,18,24,24,0,0,0
519,20,0,0,3,1,9.75,1,0,0,0,24,23,16,0,0,0
520,23,1,2,1,1,9.916667,1,0,0,0,21,22,21,0,0,0
521,18,2,4,4,0,9.5,1,0,1,0,12,16,18,1,1,1
522,23,1,0,1,1,8.75,1,0,0,0,22,13,20,0,0,0
523,23,2,1,1,0,8.416667,1,0,0,0,20,21,20,0,0,0
524,19,1,0,1,1,8.666667,1,0,0,0,21,24,18,0,1,0
525,19,4,2,2,1,8.666667,1,0,0,0,20,24,19,0,0,0
526,23,3,3,3,1,9.583333,1,0,0,0,24,23,19,0,0,0
527,24,1,0,2,0,8.916667,1,0,0,0,22,18,21,0,0,0
528,23,3,0,3,0,8.333333,1,0,0,1,20,18,15,0,1,1
529,21,1,2,2,1,9.5,0,1,1,0,20,23,19,1,1,1
530,16,1,3,4,1,10,1,0,0,0,19,17,16,1,1,1
531,20,0,2,1,0,9.166667,1,0,0,0,18,15,23,0,0,0
532,23,1,1,0,1,8.916667,0,1,1,1,23,19,19,0,0,1
533,21,1,2,0,0,9.083333,1,0,0,1,21,17,18,0,0,0
534,17,2,2,4,0,9.25,1,0,1,1,18,14,15,1,1,1
535,24,2,1,2,0,9,1,0,1,0,16,23,22,1,1,1
536,25,3,2,1,1,8,1,0,1,0,17,19,23,1,1,1
537,20,1,1,1,0,9.583333,1,0,1,0,22,18,19,1,0,0
538,24,0,0,0,0,8.75,1,0,0,0,24,24,24,0,0,0
539,20,1,2,0,1,8,0,1,0,0,19,24,23,0,0,0
540,23,2,2,0,1,8.833333,0,1,0,0,17,17,23,0,0,0
541,20,0,0,0,0,9.583333,0,1,1,0,23,21,24,0,0,0
542,19,1,3,1,1,9.833333,0,1,1,0,16,11,16,0,1,0
543,20,1,0,0,1,8.25,0,1,0,1,24,22,24,0,1,1
544,18,1,0,0,1,9.25,0,1,0,1,20,24,24,0,0,1
545,18,3,0,0,0,9.583333,0,1,0,0,24,24,21,0,1,1
546,20,0,0,0,1,9.166667,0,1,0,0,16,24,21,0,1,0
547,18,0,1,4,1,8.25,0,1,0,1,24,24,22,0,0,0
548,23,0,1,2,1,9.666667,1,0,0,1,24,17,22,0,0,0
549,22,1,3,1,0,8.25,1,0,0,1,24,24,21,0,1,1
550,22,0,1,4,1,8.333333,0,1,1,0,23,22,23,1,1,1
551,22,0,1,3,0,9.083333,0,0,0,0,22,23,22,0,0,0
552,24,1,2,1,0,8.083333,0,1,1,1,19,19,22,0,0,0
553,22,0,1,1,0,8.333333,0,0,0,0,9,15,16,0,0,0
554,18,4,0,5,0,10,0,1,0,0,24,24,24,1,1,1
555,17,1,2,2,0,9.416667,1,0,1,0,21,18,24,0,1,1
556,18,4,2,5,1,8.083333,0,0,0,0,18,11,16,1,0,0
557,20,1,2,3,1,8.416667,0,0,1,0,20,21,22,0,0,0
558,18,2,3,1,1,9.416667,0,0,0,1,24,22,23,0,0,0
559,19,4,3,1,0,8,0,0,0,1,14,20,19,0,0,0
560,17,2,2,1,1,8.75,0,0,1,1,15,19,21,0,1,0
561,21,0,0,3,0,8.5,0,0,0,0,23,24,19,0,0,0
562,20,4,4,4,0,8,0,0,1,0,20,15,24,0,0,0
563,22,2,2,2,1,9,0,0,0,0,24,19,19,0,0,0
564,19,2,1,3,1,9,0,1,0,0,15,16,9,1,1,1
565,24,3,1,2,0,9.083333,1,0,1,0,24,16,23,0,1,1
566,20,1,0,1,0,8.166667,1,0,1,1,20,17,16,1,1,1
567,20,1,1,3,1,9.083333,0,0,0,1,19,21,24,1,1,1
568,21,0,0,0,1,8.333333,0,0,0,0,22,19,18,0,0,0
569,20,3,5,3,0,9.416667,1,0,1,0,14,21,24,0,0,0
570,21,3,2,1,0,8.5,1,0,1,0,17,18,23,0,0,0
571,18,0,0,1,0,9.833333,0,0,0,1,24,23,21,1,0,0
572,21,1,1,0,0,9.166667,0,0,0,0,17,14,20,0,0,0
573,20,2,3,1,0,8.25,0,1,1,0,17,19,21,1,1,1
574,20,2,3,1,0,8.25,0,1,1,0,24,23,24,1,1,1
575,24,4,3,2,1,9.083333,0,1,1,0,16,14,22,0,1,1
576,25,1,4,0,1,8,0,1,1,0,19,14,13,0,1,1
577,20,3,0,0,0,8.75,1,0,1,0,15,13,22,1,1,0
578,18,0,0,0,1,9.416667,1,0,1,0,18,14,19,0,0,0
579,19,2,0,1,1,8.083333,0,1,0,1,18,20,21,0,1,0
580,21,2,1,1,0,8.5,1,0,0,0,21,23,22,0,0,0
581,20,1,0,0,0,9.666667,0,1,0,0,21,20,18,1,1,0
