client,mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
220,4,59.334,.0057999999,0,0,0,1,161.87399,161.87399,24.334,59.334,.53329998,.4522,.0156,.0057999999,3750
221,4,163.70599,1.0266,0,0,0,1,453.858,453.858,128.70599,163.70599,.53329998,.4522,.2413,1.0266,8750.001
222,4,106.706,.0057999999,0,0,0,1,252.858,252.858,71.706001,106.706,.53329998,.4522,.0156,.0057999999,4583.332
223,3,180.006,.1574,0,0,1,0,255.798,255.798,180.006,204.006,.1049,.0451,.1574,.46709999,12499.998
224,4,139.70399,.1648,0,0,0,1,71.706001,71.706001,110.704,139.70399,.0678,.078900002,.097099997,.1648,4583.332
225,3,26.106001,.2413,0,0,1,0,92.057999,92.057999,26.106001,61.105999,.53329998,.4522,.2413,1.0266,1249.9998
226,4,79.403999,.46709999,0,0,0,1,81.648003,81.648003,55.403999,79.403999,.1049,.0451,.1574,.46709999,5416.6665
227,2,47.804001,.078900002,0,1,0,0,47.804001,47.804001,100.64,129.64,.0678,.078900002,.0014,.0029,4583.332
228,4,82.804001,.42160001,0,0,0,1,221.408,221.408,47.804001,82.804001,.53329998,.0068999999,.0361,.42160001,4583.332
229,4,50.113998,.0209,0,0,0,1,10.534,10.534,15.114,50.113998,.0678,.078900002,.0102,.0209,1249.9998
230,2,5.9219999,.050299998,0,1,0,0,5.9219999,5.9219999,5.9219999,30.922001,.0678,.050299998,.26010001,.53909999,2083.3333
231,2,11.322,.050299998,0,1,0,0,11.322,11.322,11.322,36.321999,.0678,.050299998,.0276,.0029,4583.332
232,2,6.29,.078900002,0,1,0,0,6.29,6.29,6.29,35.290001,.0678,.078900002,.16429999,.53909999,4583.332
233,3,17.986,.0014,0,0,1,0,17.986,17.986,17.986,46.986,.0678,.078900002,.0014,.0029,3750
234,4,42.986,.1648,0,0,0,1,17.986,17.986,17.986,42.986,.0678,.050299998,.023,.1648,3750
235,4,46.986,.53909999,0,0,0,1,17.986,17.986,17.986,46.986,.0678,.078900002,.16429999,.53909999,3750
236,3,45.186001,.26010001,0,0,1,0,45.186001,45.186001,45.186001,70.185997,.0678,.050299998,.26010001,.53909999,10416.666
237,1,21.386,.0678,1,0,0,0,21.386,21.386,21.386,46.386002,.0678,.0052,.14910001,.2421,4583.332
238,1,9.5220003,.0678,1,0,0,0,9.5220003,9.5220003,9.5220003,34.521999,.0678,.050299998,.26010001,.53909999,3750
239,3,51.841999,.2413,0,0,1,0,316.34201,316.34201,51.841999,86.842003,.53329998,.4522,.2413,1.0266,3750
240,3,5.9219999,.0014,0,0,1,0,32.242001,32.242001,5.9219999,34.922001,.0678,.078900002,.0014,.0029,2083.3333
241,2,9.5220003,.050299998,0,1,0,0,9.5220003,9.5220003,9.5220003,34.521999,.0678,.050299998,.0276,.0029,3750
242,3,11.322,.0276,0,0,1,0,11.322,11.322,11.322,36.321999,.0678,.050299998,.0276,.0029,4583.332
243,1,9.5220003,.0678,1,0,0,0,9.5220003,9.5220003,9.5220003,34.521999,.0678,.050299998,.0276,.0029,3750
244,1,71.442001,.0678,1,0,0,0,71.442001,71.442001,13.122,42.122002,.0678,.078900002,.16429999,.53909999,5416.6665
245,3,14.58,.26010001,0,0,1,0,14.58,14.58,14.58,39.580002,.0678,.050299998,.26010001,.53909999,5416.6665
246,4,33.580002,.2421,0,0,0,1,8.5799999,8.5799999,8.5799999,33.580002,.0678,.0052,.14910001,.2421,2916.6665
247,4,41.580002,.2421,0,0,0,1,56.610001,56.610001,12.58,41.580002,.0678,.0024999999,.049899999,.2421,4583.332
248,4,43.580002,.53909999,0,0,0,1,18.58,18.58,18.58,43.580002,.0678,.050299998,.26010001,.53909999,7083.3315
249,2,8.5799999,.050299998,0,1,0,0,8.5799999,8.5799999,8.5799999,33.580002,.0678,.050299998,.26010001,.53909999,2916.6665
250,3,666.10999,.053100001,0,0,1,0,359.022,359.022,666.10999,691.10999,.25369999,.1498,.053100001,.0052,8750.001
251,4,35.580002,.2421,0,0,0,1,29.610001,29.610001,6.5799999,35.580002,.0678,.0024999999,.049899999,.2421,2083.3333
252,3,20.610001,.2413,0,0,1,0,135.11,135.11,20.610001,55.610001,.53329998,.4522,.2413,1.0266,1249.9998
253,4,29.58,.1648,0,0,0,1,4.5799999,4.5799999,4.5799999,29.58,.0678,.050299998,.023,.1648,1249.9998
254,3,6.5799999,.0031000001,0,0,1,0,6.5799999,6.5799999,6.5799999,31.58,.0678,.050299998,.0031000001,.0041,2083.3333
255,3,31.586,.14910001,0,0,1,0,31.586,31.586,31.586,56.585999,.0678,.0052,.14910001,.2421,7083.3315
256,4,49.785999,.2421,0,0,0,1,24.785999,24.785999,24.785999,49.785999,.0678,.0052,.14910001,.2421,5416.6665
257,2,13.818,.0024999999,0,1,0,0,13.818,13.818,13.818,42.818001,.0678,.0024999999,.049899999,.2421,2083.3333
258,4,59.618,.53909999,0,0,0,1,30.618,30.618,30.618,59.618,.0678,.078900002,.16429999,.53909999,5416.6665
259,3,4.29,.0051000002,0,0,1,0,214.5,214.5,4.29,39.290001,.53329998,.4522,.0051000002,1.0266,2916.6665
260,3,5.29,.0156,0,0,1,0,264.5,264.5,5.29,40.290001,.53329998,.4522,.0156,.0057999999,3750
261,4,33.290001,.1648,0,0,0,1,4.29,4.29,4.29,33.290001,.0678,.078900002,.097099997,.1648,2916.6665
262,1,4.1220002,.0678,1,0,0,0,4.1220002,4.1220002,4.1220002,29.122,.0678,.050299998,.26010001,.53909999,1249.9998
263,2,5.9219999,.050299998,0,1,0,0,5.9219999,5.9219999,5.9219999,30.922001,.0678,.050299998,.0276,.0029,2083.3333
264,1,71.442001,.0678,1,0,0,0,71.442001,71.442001,13.122,42.122002,.0678,.0024999999,.049899999,.2421,5416.6665
265,3,5.9219999,.0276,0,0,1,0,5.9219999,5.9219999,5.9219999,30.922001,.0678,.050299998,.0276,.0029,2083.3333
266,2,15.87,.050299998,0,1,0,0,15.87,15.87,15.87,40.869999,.0678,.050299998,.0276,.0029,3750
267,3,3.8699999,.0014,0,0,1,0,6.4499998,6.4499998,3.8699999,32.869999,.0678,.078900002,.0014,.0029,416.66669
268,3,12.58,.0276,0,0,1,0,12.58,12.58,12.58,37.580002,.0678,.050299998,.0276,.0029,4583.332
269,3,6.5799999,.14910001,0,0,1,0,6.5799999,6.5799999,6.5799999,31.58,.0678,.0052,.14910001,.2421,2083.3333
270,2,6.5799999,.050299998,0,1,0,0,6.5799999,6.5799999,6.5799999,31.58,.0678,.050299998,.26010001,.53909999,2083.3333
271,4,32.722,.0029,0,0,0,1,7.7220001,7.7220001,7.7220001,32.722,.0678,.050299998,.0276,.0029,2916.6665
272,3,3.29,.1665,0,0,1,0,164.5,164.5,3.29,38.290001,.53329998,.4522,.1665,.39750001,2083.3333
273,4,30.290001,.0029,0,0,0,1,5.29,5.29,5.29,30.290001,.0678,.050299998,.0276,.0029,3750
274,3,3.29,.0014,0,0,1,0,3.29,3.29,3.29,32.290001,.0678,.078900002,.0014,.0029,2083.3333
275,4,34.290001,.1648,0,0,0,1,5.29,5.29,5.29,34.290001,.0678,.078900002,.097099997,.1648,3750
276,2,2.29,.078900002,0,1,0,0,2.29,2.29,2.29,31.290001,.0678,.078900002,.097099997,.1648,1249.9998
277,3,5.29,.0051000002,0,0,1,0,264.5,264.5,5.29,40.290001,.53329998,.4522,.0051000002,1.0266,3750
278,4,36.290001,.0029,0,0,0,1,7.29,7.29,7.29,36.290001,.0678,.078900002,.0014,.0029,5416.6665
279,1,13.29,.0678,1,0,0,0,13.29,13.29,13.29,42.290001,.0678,.078900002,.16429999,.0041,10416.666
280,4,39.290001,1.0266,0,0,0,1,214.5,214.5,4.29,39.290001,.53329998,.4522,.2413,1.0266,2916.6665
281,4,29.290001,.1648,0,0,0,1,4.29,4.29,4.29,29.290001,.0678,.050299998,.023,.1648,2916.6665
282,4,31.290001,.3087,0,0,0,1,166.21201,166.21201,7.29,31.290001,.1049,.0078999996,.061299998,.3087,5416.6665
283,4,35.290001,.1648,0,0,0,1,6.29,6.29,6.29,35.290001,.0678,.078900002,.097099997,.1648,4583.332
284,3,8.29,.061299998,0,0,1,0,189.01199,189.01199,8.29,32.290001,.1049,.0078999996,.061299998,.3087,6250.0015
285,4,38.290001,.42160001,0,0,0,1,164.5,164.5,3.29,38.290001,.53329998,.0068999999,.0361,.42160001,2083.3333
286,4,33.290001,.2421,0,0,0,1,4.29,4.29,4.29,33.290001,.0678,.0024999999,.049899999,.2421,2916.6665
287,4,37.290001,1.0266,0,0,0,1,114.5,114.5,2.29,37.290001,.53329998,.4522,.2413,1.0266,1249.9998
288,2,2.29,.078900002,0,1,0,0,2.29,2.29,2.29,31.290001,.0678,.078900002,.16429999,.53909999,1249.9998
289,2,75.012001,.1498,0,1,0,0,75.012001,75.012001,75.012001,93.512001,.25369999,.1498,.0233,.0219,2083.3333
290,2,4.29,.078900002,0,1,0,0,4.29,4.29,4.29,33.290001,.0678,.078900002,.16429999,.53909999,2916.6665
291,3,4.29,.0051000002,0,0,1,0,214.5,214.5,4.29,39.290001,.53329998,.4522,.0051000002,1.0266,2916.6665
292,3,3.29,.1574,0,0,1,0,75.012001,75.012001,3.29,27.290001,.1049,.0451,.1574,.46709999,2083.3333
293,4,35.869999,.1648,0,0,0,1,11.45,11.45,6.8699999,35.869999,.0678,.078900002,.097099997,.1648,1249.9998
294,4,47.869999,.53909999,0,0,0,1,31.450001,31.450001,18.870001,47.869999,.0678,.078900002,.16429999,.53909999,4583.332
295,4,58.869999,.53909999,0,0,0,1,33.869999,33.869999,33.869999,58.869999,.0678,.050299998,.26010001,.53909999,8750.001
296,3,53.686001,.2413,0,0,1,0,843.18597,843.18597,53.686001,88.685997,.53329998,.4522,.2413,1.0266,12499.998
297,4,42.290001,1.0266,0,0,0,1,364.5,364.5,7.29,42.290001,.53329998,.4522,.0051000002,1.0266,5416.6665
298,4,41.290001,1.0266,0,0,0,1,314.5,314.5,6.29,41.290001,.53329998,.4522,.2413,1.0266,4583.332
299,4,30.290001,.1648,0,0,0,1,5.29,5.29,5.29,30.290001,.0678,.050299998,.023,.1648,3750
300,3,5.29,.2413,0,0,1,0,264.5,264.5,5.29,40.290001,.53329998,.4522,.2413,1.0266,3750
301,4,36.290001,.1648,0,0,0,1,7.29,7.29,7.29,36.290001,.0678,.078900002,.097099997,.1648,5416.6665
302,3,4.29,.0023000001,0,0,1,0,97.811996,97.811996,4.29,28.290001,.1049,.0451,.0023000001,.0046000001,2916.6665
303,2,3.29,.050299998,0,1,0,0,3.29,3.29,3.29,28.290001,.0678,.050299998,.0276,.0029,2083.3333
304,1,8.29,.0678,1,0,0,0,8.29,8.29,8.29,33.290001,.0678,.050299998,.26010001,.53909999,6250.0015
305,4,35.580002,.0029,0,0,0,1,10.58,10.58,10.58,35.580002,.0678,.050299998,.0276,.0029,3750
306,1,11.186,.0678,1,0,0,0,11.186,11.186,11.186,36.186001,.0678,.050299998,.26010001,.53909999,2083.3333
307,1,38.386002,.0678,1,0,0,0,38.386002,38.386002,38.386002,63.386002,.0678,.050299998,.26010001,.53909999,8750.001
308,3,8.5799999,.0276,0,0,1,0,8.5799999,8.5799999,8.5799999,33.580002,.0678,.050299998,.0276,.0029,2916.6665
309,4,37.580002,.2421,0,0,0,1,38.610001,38.610001,8.5799999,37.580002,.0678,.0024999999,.049899999,.2421,2916.6665
310,4,29.290001,.53909999,0,0,0,1,4.29,4.29,4.29,29.290001,.0678,.050299998,.26010001,.53909999,2916.6665
311,3,4.29,.0276,0,0,1,0,4.29,4.29,4.29,29.290001,.0678,.050299998,.0276,.0029,2916.6665
312,4,27.290001,.0046000001,0,0,0,1,75.012001,75.012001,3.29,27.290001,.1049,.0451,.0023000001,.0046000001,2083.3333
313,3,4.29,.0051000002,0,0,1,0,214.5,214.5,4.29,39.290001,.53329998,.4522,.0051000002,1.0266,2916.6665
314,3,5.29,.0276,0,0,1,0,5.29,5.29,5.29,30.290001,.0678,.050299998,.0276,.0029,3750
315,4,30.290001,.46709999,0,0,0,1,143.412,143.412,6.29,30.290001,.1049,.0451,.1574,.46709999,4583.332
316,4,29.290001,.2421,0,0,0,1,4.29,4.29,4.29,29.290001,.0678,.0052,.14910001,.2421,2916.6665
317,4,35.290001,.53909999,0,0,0,1,6.29,6.29,6.29,35.290001,.0678,.078900002,.16429999,.53909999,4583.332
318,3,6.29,.26010001,0,0,1,0,6.29,6.29,6.29,31.290001,.0678,.050299998,.26010001,.53909999,4583.332
319,4,29.290001,.0029,0,0,0,1,4.29,4.29,4.29,29.290001,.0678,.050299998,.0276,.0029,2916.6665
320,2,3.29,.0052,0,1,0,0,3.29,3.29,3.29,28.290001,.0678,.0052,.14910001,.2421,2083.3333
321,4,32.290001,.0041,0,0,0,1,26.32,26.32,3.29,32.290001,.0678,.078900002,.16429999,.0041,2083.3333
322,2,4.29,.050299998,0,1,0,0,4.29,4.29,4.29,29.290001,.0678,.050299998,.26010001,.53909999,2916.6665
323,2,2.29,.050299998,0,1,0,0,2.29,2.29,2.29,27.290001,.0678,.050299998,.26010001,.53909999,1249.9998
324,2,2.29,.050299998,0,1,0,0,2.29,2.29,2.29,27.290001,.0678,.050299998,.26010001,.53909999,1249.9998
325,1,4.29,.0678,1,0,0,0,4.29,4.29,4.29,29.290001,.0678,.050299998,.26010001,.53909999,2916.6665
326,3,8.29,.26010001,0,0,1,0,8.29,8.29,8.29,33.290001,.0678,.050299998,.26010001,.53909999,6250.0015
327,3,7.29,.26010001,0,0,1,0,7.29,7.29,7.29,32.290001,.0678,.050299998,.26010001,.53909999,5416.6665
328,2,13.29,.050299998,0,1,0,0,13.29,13.29,13.29,38.290001,.0678,.050299998,.26010001,.53909999,10416.666
329,3,3.29,.023,0,0,1,0,3.29,3.29,3.29,28.290001,.0678,.050299998,.023,.1648,2083.3333
330,3,6.29,.14910001,0,0,1,0,6.29,6.29,6.29,31.290001,.0678,.0052,.14910001,.2421,4583.332
331,4,32.290001,.1648,0,0,0,1,26.32,26.32,3.29,32.290001,.0678,.078900002,.097099997,.1648,2083.3333
332,3,4.29,.0276,0,0,1,0,4.29,4.29,4.29,29.290001,.0678,.050299998,.0276,.0029,2916.6665
333,3,6.29,.0276,0,0,1,0,6.29,6.29,6.29,31.290001,.0678,.050299998,.0276,.0029,4583.332
334,4,45.580002,.2421,0,0,0,1,74.610001,74.610001,16.58,45.580002,.0678,.0024999999,.049899999,.2421,6250.0015
335,2,4.29,.050299998,0,1,0,0,4.29,4.29,4.29,29.290001,.0678,.050299998,.26010001,.53909999,2916.6665
336,4,31.290001,.53909999,0,0,0,1,6.29,6.29,6.29,31.290001,.0678,.050299998,.26010001,.53909999,4583.332
337,1,2.29,.0678,1,0,0,0,2.29,2.29,2.29,27.290001,.0678,.050299998,.0276,.0029,1249.9998
338,2,5.29,.050299998,0,1,0,0,5.29,5.29,5.29,30.290001,.0678,.050299998,.0276,.0029,3750
339,3,3.29,.0276,0,0,1,0,3.29,3.29,3.29,28.290001,.0678,.050299998,.0276,.0029,2083.3333
340,3,2.29,.0276,0,0,1,0,2.29,2.29,2.29,27.290001,.0678,.050299998,.0276,.0029,1249.9998
341,3,4.29,.0014,0,0,1,0,34.32,34.32,4.29,33.290001,.0678,.078900002,.0014,.0029,2916.6665
342,4,31.290001,.0029,0,0,0,1,6.29,6.29,6.29,31.290001,.0678,.050299998,.0276,.0029,4583.332
343,3,9.29,.26010001,0,0,1,0,9.29,9.29,9.29,34.290001,.0678,.050299998,.26010001,.53909999,7083.3315
344,1,306.82001,.53329998,1,0,0,0,306.82001,306.82001,42.32,77.32,.53329998,.4522,.2413,1.0266,3750
345,3,231.82201,.089699998,0,0,1,0,65.610001,65.610001,231.82201,266.82199,.0678,.078900002,.089699998,1.0905,5416.6665
346,3,8.29,.0276,0,0,1,0,8.29,8.29,8.29,33.290001,.0678,.050299998,.0276,.0029,6250.0015
347,4,58.32,.3087,0,0,0,1,132.132,132.132,34.32,58.32,.1049,.0078999996,.061299998,.3087,2916.6665
348,4,32.290001,.0029,0,0,0,1,26.32,26.32,3.29,32.290001,.0678,.078900002,.0014,.0029,2083.3333
349,4,32.290001,.53909999,0,0,0,1,7.29,7.29,7.29,32.290001,.0678,.050299998,.26010001,.53909999,5416.6665
350,3,30.870001,.16429999,0,0,1,0,51.450001,51.450001,30.870001,59.869999,.0678,.078900002,.16429999,.53909999,7916.6665
351,3,30.870001,.26010001,0,0,1,0,30.870001,30.870001,30.870001,55.869999,.0678,.050299998,.26010001,.53909999,7916.6665
352,3,12.87,.0276,0,0,1,0,12.87,12.87,12.87,37.869999,.0678,.050299998,.0276,.0029,2916.6665
353,4,46.869999,.1648,0,0,0,1,21.870001,21.870001,21.870001,46.869999,.0678,.050299998,.023,.1648,5416.6665
354,1,24.785999,.0678,1,0,0,0,24.785999,24.785999,24.785999,49.785999,.0678,.050299998,.26010001,.53909999,5416.6665
355,4,50.386002,.53909999,0,0,0,1,21.386,21.386,21.386,50.386002,.0678,.078900002,.16429999,.53909999,4583.332
356,4,76.449997,.42160001,0,0,0,1,455.95001,455.95001,41.450001,76.449997,.53329998,.0068999999,.0361,.42160001,6250.0015
357,3,12.87,.26010001,0,0,1,0,12.87,12.87,12.87,37.869999,.0678,.050299998,.26010001,.53909999,2916.6665
358,4,260.95001,.0052,0,0,0,1,119.262,119.262,235.95,260.95001,.25369999,.1498,.053100001,.0052,2916.6665
359,3,15.87,.26010001,0,0,1,0,15.87,15.87,15.87,40.869999,.0678,.050299998,.26010001,.53909999,3750
360,3,24.870001,.26010001,0,0,1,0,24.870001,24.870001,24.870001,49.869999,.0678,.050299998,.26010001,.53909999,6250.0015
361,4,56.869999,.0041,0,0,0,1,46.450001,46.450001,27.870001,56.869999,.0678,.078900002,.16429999,.0041,7083.3315
362,1,4.1220002,.0678,1,0,0,0,4.1220002,4.1220002,4.1220002,29.122,.0678,.050299998,.26010001,.53909999,1249.9998
363,2,4.1220002,.050299998,0,1,0,0,4.1220002,4.1220002,4.1220002,29.122,.0678,.050299998,.26010001,.53909999,1249.9998
364,3,130.832,.26010001,0,0,1,0,130.832,130.832,130.832,155.832,.0678,.050299998,.26010001,.53909999,4583.332
365,3,73.001999,.023800001,0,0,1,0,119.554,119.554,73.001999,97.001999,.1049,.0451,.023800001,.046799999,3750
366,3,74.353996,.089699998,0,0,1,0,45.402,45.402,74.353996,109.354,.0678,.078900002,.089699998,1.0905,2083.3333
367,4,109.354,.64560002,0,0,0,1,45.402,45.402,74.353996,109.354,.0678,.078900002,.0559,.64560002,2083.3333
368,3,73.001999,.1574,0,0,1,0,119.554,119.554,73.001999,97.001999,.1049,.0451,.1574,.46709999,3750
369,4,86.753998,.0209,0,0,0,1,31.601999,31.601999,51.754002,86.753998,.0678,.078900002,.0102,.0209,1249.9998
370,4,66.601997,.42160001,0,0,0,1,106.714,106.714,31.601999,66.601997,.53329998,.0068999999,.0361,.42160001,1249.9998
371,1,37.098,.0678,1,0,0,0,37.098,37.098,37.098,66.098,.0678,.078900002,.16429999,.53909999,1249.9998
372,2,20.898001,.078900002,0,1,0,0,20.898001,20.898001,20.898001,49.897999,.0678,.078900002,.16429999,.53909999,416.66669
373,4,189.548,.0057999999,0,0,0,1,393.66,393.66,154.548,189.548,.53329998,.4522,.0156,.0057999999,5416.6665
374,4,104.748,.42160001,0,0,0,1,177.66,177.66,69.748001,104.748,.53329998,.0068999999,.0361,.42160001,2083.3333
375,4,51.832001,.2421,0,0,0,1,26.832001,26.832001,26.832001,51.832001,.0678,.0052,.14910001,.2421,416.66669
376,4,135.032,.53909999,0,0,0,1,110.032,110.032,110.032,135.032,.0678,.050299998,.26010001,.53909999,3750
377,3,236.196,.0102,0,0,1,0,151.632,151.632,236.196,271.19601,.0678,.078900002,.0102,.0209,5416.6665
378,3,328.43201,.0023000001,0,0,1,0,511.59601,511.59601,328.43201,352.43201,.1049,.0451,.0023000001,.0046000001,12499.998
379,4,165.832,1.0266,0,0,0,1,353.49799,353.49799,130.832,165.832,.53329998,.4522,.2413,1.0266,4583.332
380,3,106.596,.0559,0,0,1,0,68.431999,68.431999,106.596,141.59599,.0678,.078900002,.0559,.64560002,2083.3333
381,2,90.947998,.078900002,0,1,0,0,90.947998,90.947998,90.947998,119.948,.0678,.078900002,.0014,.0029,2916.6665
382,3,90.947998,.0023000001,0,0,1,0,132.99001,132.99001,90.947998,114.948,.1049,.0451,.0023000001,.0046000001,2916.6665
383,4,162.49001,.1726,0,0,0,1,90.947998,90.947998,132.99001,162.49001,.0678,.0052,.073200002,.1726,2916.6665
384,4,61.574001,1.0266,0,0,0,1,65.015999,65.015999,26.573999,61.574001,.53329998,.4522,.2413,1.0266,416.66669
385,4,123.374,.0057999999,0,0,0,1,216.216,216.216,88.374001,123.374,.53329998,.4522,.0156,.0057999999,2916.6665
386,3,247.86,.061299998,0,0,1,0,319.302,319.302,247.86,271.85999,.1049,.0078999996,.061299998,.3087,5416.6665
387,3,115.196,.1574,0,0,1,0,295.422,295.422,115.196,139.196,.1049,.0451,.1574,.46709999,7083.3315
388,2,150.174,.078900002,0,1,0,0,150.174,150.174,170.586,199.586,.0678,.078900002,.16429999,.53909999,5416.6665
389,4,185.174,1.0266,0,0,0,1,367.41599,367.41599,150.174,185.174,.53329998,.4522,.2413,1.0266,5416.6665
390,4,253.856,.2377,0,0,0,1,170.774,170.774,218.856,253.856,.0678,.0024999999,.0108,.2377,6250.0015
391,4,148.256,.64560002,0,0,0,1,88.374001,88.374001,113.256,148.256,.0678,.078900002,.0559,.64560002,2916.6665
392,1,47.174,.0678,1,0,0,0,47.174,47.174,53.585999,82.585999,.0678,.078900002,.16429999,.53909999,1249.9998
393,2,129.57401,.078900002,0,1,0,0,129.57401,129.57401,147.186,176.186,.0678,.078900002,.16429999,.53909999,4583.332
394,2,108.974,.078900002,0,1,0,0,108.974,108.974,123.786,152.786,.0678,.078900002,.16429999,.53909999,3750
395,4,267.57401,1.0266,0,0,0,1,569.01599,569.01599,232.57401,267.57401,.53329998,.4522,.2413,1.0266,8750.001
396,4,129.386,.53909999,0,0,0,1,88.374001,88.374001,100.386,129.386,.0678,.078900002,.16429999,.53909999,2916.6665
397,4,164.57401,.39750001,0,0,0,1,317.01599,317.01599,129.57401,164.57401,.53329998,.4522,.1665,.39750001,4583.332
398,4,193.448,2.3013999,0,0,0,1,106.596,106.596,168.448,193.448,.25369999,.1498,.68169999,2.3013999,2083.3333
399,4,188.758,.2421,0,0,0,1,140.714,140.714,159.758,188.758,.0678,.0024999999,.049899999,.2421,3750
400,3,140.714,.1574,0,0,1,0,171.396,171.396,140.714,164.714,.1049,.0451,.1574,.46709999,3750
401,3,270.84799,.053100001,0,0,1,0,171.396,171.396,270.84799,295.84799,.25369999,.1498,.053100001,.0052,3750
402,4,173.59801,.64560002,0,0,0,1,107.916,107.916,138.59801,173.59801,.0678,.078900002,.0559,.64560002,3750
403,3,79.253998,.0023000001,0,0,1,0,115.736,115.736,79.253998,103.254,.1049,.0451,.0023000001,.0046000001,4583.332
404,4,114.254,.42160001,0,0,0,1,266.69601,266.69601,79.253998,114.254,.53329998,.0068999999,.0361,.42160001,4583.332
405,3,37.751999,.0023000001,0,0,1,0,86.657997,86.657997,37.751999,61.751999,.1049,.0451,.0023000001,.0046000001,2916.6665
406,3,11.352,.0361,0,0,1,0,58.049999,58.049999,11.352,46.352001,.53329998,.0068999999,.0361,.42160001,416.66669
407,3,37.751999,.0023000001,0,0,1,0,86.657997,86.657997,37.751999,61.751999,.1049,.0451,.0023000001,.0046000001,2916.6665
408,4,84.306,.0046000001,0,0,0,1,85.697998,85.697998,60.306,84.306,.1049,.0451,.0023000001,.0046000001,3750
409,4,95.306,.0057999999,0,0,0,1,212.658,212.658,60.306,95.306,.53329998,.4522,.0156,.0057999999,3750
410,4,95.306,.0057999999,0,0,0,1,212.658,212.658,60.306,95.306,.53329998,.4522,.0156,.0057999999,3750
411,4,72.905998,.0046000001,0,0,0,1,69.498001,69.498001,48.905998,72.905998,.1049,.0451,.0023000001,.0046000001,2916.6665
412,1,85.697998,.25369999,1,0,0,0,85.697998,85.697998,85.697998,104.198,.25369999,.1498,.0233,.0219,3750
413,3,37.506001,.1574,0,0,1,0,53.298,53.298,37.506001,61.506001,.1049,.0451,.1574,.46709999,2083.3333
414,3,48.905998,.2413,0,0,1,0,172.45799,172.45799,48.905998,83.905998,.53329998,.4522,.2413,1.0266,2916.6665
415,4,95.306,.42160001,0,0,0,1,212.658,212.658,60.306,95.306,.53329998,.0068999999,.0361,.42160001,3750
416,2,224.29601,.4522,0,1,0,0,224.29601,224.29601,66.653999,101.654,.53329998,.4522,.2413,1.0266,3750
417,2,34.874001,.078900002,0,1,0,0,34.874001,34.874001,34.874001,63.874001,.0678,.078900002,.16429999,.53909999,2083.3333
418,4,112.274,.0057999999,0,0,0,1,360.12601,360.12601,77.274002,112.274,.53329998,.4522,.0156,.0057999999,5416.6665
419,4,59.874001,.0029,0,0,0,1,34.874001,34.874001,34.874001,59.874001,.0678,.050299998,.0276,.0029,2083.3333
420,4,91.073997,.0057999999,0,0,0,1,261.32599,261.32599,56.074001,91.073997,.53329998,.4522,.0156,.0057999999,3750
421,4,189.73399,.64560002,0,0,0,1,66.674004,66.674004,154.73399,189.73399,.0678,.078900002,.0559,.64560002,4583.332
422,4,106.274,.1648,0,0,0,1,77.274002,77.274002,77.274002,106.274,.0678,.078900002,.097099997,.1648,5416.6665
423,4,143.974,1.0266,0,0,0,1,266.616,266.616,108.974,143.974,.53329998,.4522,.2413,1.0266,3750
424,4,99.349998,1.0266,0,0,0,1,191.334,191.334,64.349998,99.349998,.53329998,.4522,.2413,1.0266,2916.6665
425,3,184.35001,.0023000001,0,0,1,0,253.174,253.174,184.35001,208.35001,.1049,.0451,.0023000001,.0046000001,9583.3359
426,4,99.349998,.42160001,0,0,0,1,191.334,191.334,64.349998,99.349998,.53329998,.0068999999,.0361,.42160001,2916.6665
427,3,67.774002,.089699998,0,0,1,0,49.349998,49.349998,67.774002,102.774,.0678,.078900002,.089699998,1.0905,2083.3333
428,3,64.349998,.0361,0,0,1,0,191.334,191.334,64.349998,99.349998,.53329998,.0068999999,.0361,.42160001,2916.6665
429,3,34.349998,.0051000002,0,0,1,0,102.134,102.134,34.349998,69.349998,.53329998,.4522,.0051000002,1.0266,1249.9998
430,4,99.349998,.39750001,0,0,0,1,191.334,191.334,64.349998,99.349998,.53329998,.4522,.1665,.39750001,2916.6665
431,4,84.349998,.42160001,0,0,0,1,146.73399,146.73399,49.349998,84.349998,.53329998,.0068999999,.0361,.42160001,2083.3333
432,4,114.35,.42160001,0,0,0,1,235.93401,235.93401,79.349998,114.35,.53329998,.0068999999,.0361,.42160001,3750
433,2,34.349998,.078900002,0,1,0,0,34.349998,34.349998,38.014,67.014,.0678,.078900002,.16429999,.53909999,1249.9998
434,4,73.349998,.3087,0,0,0,1,67.774002,67.774002,49.349998,73.349998,.1049,.0078999996,.061299998,.3087,2083.3333
435,2,20.152,.078900002,0,1,0,0,20.152,20.152,20.152,49.152,.0678,.078900002,.16429999,.53909999,1249.9998
436,3,45.402,.0023000001,0,0,1,0,74.353996,74.353996,45.402,69.402,.1049,.0451,.0023000001,.0046000001,2083.3333
437,3,64.349998,.2413,0,0,1,0,191.334,191.334,64.349998,99.349998,.53329998,.4522,.2413,1.0266,2916.6665
438,4,129.77,.39750001,0,0,0,1,322.21799,322.21799,94.769997,129.77,.53329998,.4522,.1665,.39750001,5416.6665
439,3,55.77,.2413,0,0,1,0,189.618,189.618,55.77,90.769997,.53329998,.4522,.2413,1.0266,2916.6665
