sex,age,educyr98,farm,urban98,hhsize,lhhexp1,lhhex12m,lnrlfood
1,31,8,non farm,Urban,5,9.315608,7.6666903,8.4488411
1,56,19,non farm,Urban,3,10.007668,,7.9839854
1,44,10,non farm,Urban,4,8.9231462,,8.4474802
1,22,5,non farm,Urban,4,8.8036013,,8.3819771
1,39,2,non farm,Urban,3,9.2938423,2.7080503,8.396347
1,30,3,non farm,Urban,3,8.9910059,2.7080503,8.193181
2,57,2,non farm,Urban,2,8.980545,5.8435445,8.1958418
1,41,6,non farm,Urban,4,9.6790409,3.8066626,9.12117
2,69,0,non farm,Urban,4,8.5014648,6.3935909,8.0193634
1,55,8,non farm,Urban,1,8.5489292,,7.7677855
1,45,9,non farm,Urban,5,8.8024082,,8.3620386
1,35,6,non farm,Urban,4,9.0663662,2.7080503,8.4522161
1,27,10,non farm,Urban,3,9.2205601,,8.6083364
1,40,6,non farm,Urban,7,9.803174,7.1428275,9.138092
2,57,4,non farm,Urban,3,9.5907688,,8.6971636
1,40,11,non farm,Urban,8,9.0529966,7.36518,8.606988
2,71,3,non farm,Urban,2,8.8802996,5.3375382,8.0045233
2,58,5,non farm,Urban,7,10.238532,2.7080503,9.259223
1,48,11,non farm,Urban,4,9.926569,2.7080503,9.4579458
2,73,3,non farm,Urban,3,8.4027624,4.8675346,7.9355493
1,59,0,non farm,Urban,7,9.1522045,5.1059456,8.5555506
2,37,11,non farm,Urban,4,10.52012,,9.0282803
2,61,2,non farm,Urban,4,9.3264503,,8.231245
1,64,8,non farm,Urban,6,9.8575954,7.2341771,8.6122589
1,39,9,non farm,Urban,4,8.6954517,5.3471074,7.9826636
2,76,15,non farm,Urban,3,8.4679995,5.5606818,7.5283322
1,31,10,non farm,Urban,3,9.1648674,,8.6935349
2,34,3,non farm,Urban,6,9.1555023,6.2065759,8.7580786
1,39,16,non farm,Urban,5,9.6366148,6.9206715,8.7893429
1,75,4,non farm,Urban,7,9.5718069,7.9942951,8.9201756
1,42,12,farm,Urban,4,10.151252,3.6888795,9.4133368
1,44,4,non farm,Urban,5,9.225234,4.8675346,8.5405474
1,37,17,non farm,Urban,3,9.3374376,2.9957323,8.8583527
2,48,14,non farm,Urban,3,9.6757364,5.9506426,9.002656
1,33,3,non farm,Urban,4,9.2868738,2.3025851,8.821352
1,37,9,non farm,Urban,3,9.8247938,2.3025851,9.0178051
1,48,7,non farm,Urban,5,10.073999,9.5227394,8.948801
1,35,7,non farm,Urban,3,9.3791656,6.4052286,8.7614565
1,70,2,non farm,Urban,4,8.4793043,3.6888795,7.7682161
1,34,9,farm,Urban,4,9.6272688,3.6888795,9.1153498
1,34,15,non farm,Urban,3,9.3379536,3.9120231,8.4686823
2,69,0,non farm,Urban,5,9.3606644,7.9683194,8.6616707
1,46,9,non farm,Urban,4,9.7397795,4.4426513,9.0170965
1,44,9,non farm,Urban,4,9.4337053,8.3475904,8.589777
2,63,0,non farm,Urban,3,8.9119196,6.2915692,8.3108006
1,39,11,farm,Urban,4,9.442009,6.3062754,8.6465139
1,35,17,non farm,Urban,3,9.3254232,7.3870902,8.7930489
1,36,9,non farm,Urban,4,10.017847,9.2981682,9.1673832
2,61,9,non farm,Urban,7,10.281282,7.59589,9.5767736
1,42,12,non farm,Urban,4,10.090219,3.6888795,9.1375437
2,68,0,non farm,Urban,4,9.7240744,6.2728772,9.240736
1,49,9,non farm,Urban,5,9.5059347,3.2188759,8.8590975
1,35,9,non farm,Urban,4,9.3819952,,8.9610167
2,33,9,non farm,Urban,5,9.8950634,5.8861041,8.8593388
1,38,8,farm,Urban,4,9.6997318,5.556828,9.0552216
2,66,0,non farm,Urban,5,9.4929218,,9.0907202
2,36,11,non farm,Urban,7,9.6359053,4.8598123,9.0870047
1,34,6,non farm,Urban,3,10.086386,6.2285109,9.0038643
1,60,9,non farm,Urban,5,10.00512,8.4454823,9.2985163
1,73,3,farm,Urban,3,8.8178215,6.0730443,8.1761589
1,33,0,non farm,Urban,6,9.0441904,6.8824377,8.7079992
1,50,8,farm,Urban,7,9.6765356,6.9469762,9.2219219
2,41,2,farm,Urban,6,8.7884636,6.0426331,8.2303934
1,39,4,farm,Urban,3,9.6089802,7.495542,8.8941813
2,52,0,farm,Urban,4,9.1197529,8.2776661,8.6450415
1,56,6,farm,Urban,4,10.030925,6.6592941,8.9223604
2,28,6,farm,Urban,4,9.1350231,5.4553213,8.7906265
1,66,5,farm,Urban,3,9.2633095,9.9919558,8.8149471
1,39,0,farm,Urban,9,9.2300053,6.7844572,8.4883728
1,72,0,non farm,Urban,3,9.0298471,6.4769726,8.8483753
1,48,11,farm,Urban,7,9.9914999,6.6592941,9.1599073
1,25,10,farm,Urban,3,9.0068521,4.356709,8.5996351
1,64,3,non farm,Urban,2,8.6365404,6.9295168,8.0799551
1,36,7,farm,Urban,3,9.1739511,6.2766433,8.3627357
1,42,12,non farm,Urban,4,10.186022,5.2729998,9.170414
1,75,0,non farm,Urban,5,10.04991,8.8071728,9.3626604
1,44,8,non farm,Urban,5,10.595912,,9.8044624
1,37,12,non farm,Urban,13,11.154872,7.1356874,10.04528
2,93,5,non farm,Urban,4,9.7526426,8.2295113,9.0335493
2,38,7,non farm,Urban,2,9.3470192,6.9837899,8.6789398
1,47,8,non farm,Urban,4,10.29395,,9.2428913
1,32,13,non farm,Urban,3,10.227441,6.1758671,9.4332666
1,77,0,non farm,Urban,3,9.4571648,6.590301,9.0665331
1,42,9,non farm,Urban,7,11.105174,6.5722823,10.136822
1,35,9,non farm,Urban,5,10.163987,6.1202974,9.1989765
2,64,4,non farm,Urban,7,10.511913,8.0245352,9.8669443
2,36,4,non farm,Urban,2,10.012129,5.4424176,9.0472631
2,47,4,non farm,Urban,14,10.482271,6.4769726,10.188885
2,47,6,non farm,Urban,6,9.8492546,5.7838254,9.2093468
1,52,4,farm,Urban,4,9.9038944,6.6253924,9.1036921
1,62,4,farm,Urban,3,9.693512,5.6094718,9.1964331
2,48,2,non farm,Urban,8,9.3828106,5.7430034,9.1663246
1,44,2,non farm,Urban,5,9.7124281,4.3174882,8.7787485
1,70,14,farm,Urban,2,10.346586,3.4965076,8.858532
2,48,12,non farm,Urban,3,11.321811,11.596834,9.442729
1,53,15,non farm,Urban,5,10.489556,6.4769726,9.4687147
1,82,0,non farm,Urban,4,10.261488,3.9512436,9.4467716
1,36,12,non farm,Urban,5,10.660039,6.0088134,9.3197308
2,30,4,non farm,Urban,3,10.226691,7.6401234,9.268321
2,66,4,non farm,Urban,1,9.9386091,,8.9395514
2,66,0,farm,Urban,2,9.3483591,7.3524413,8.9127846
2,46,12,non farm,Urban,4,10.673628,8.3744764,9.5655499
1,53,16,non farm,Urban,4,9.9420805,7.6083746,8.8610687
1,66,4,non farm,Urban,6,10.446729,6.8824377,9.664073
2,57,5,non farm,Urban,3,9.9069595,7.8682542,8.894206
1,32,4,farm,Urban,4,9.6720839,5.7004437,9.2926455
2,49,9,non farm,Urban,6,10.267111,6.4769726,9.4848061
1,48,5,non farm,Urban,3,8.9196701,5.4116459,8.5440016
2,41,8,non farm,Urban,4,10.257813,7.0647593,9.373436
2,47,5,non farm,Urban,2,10.133301,4.8675346,8.9427338
1,40,7,non farm,Urban,4,9.6654873,4.9698133,9.0243378
1,49,7,non farm,Urban,6,9.6813536,2.8332133,9.2851658
1,52,15,non farm,Urban,5,10.515983,7.077498,9.265811
1,69,5,non farm,Urban,3,8.4807987,3.2580965,8.1208038
1,55,5,non farm,Urban,8,10.526215,,9.5957975
1,69,4,farm,Urban,4,9.5008907,6.9810057,8.8196697
1,38,17,non farm,Urban,4,10.788004,7.2668276,9.5810452
1,53,8,non farm,Urban,6,10.299126,6.9469762,9.385932
1,65,5,non farm,Urban,3,10.645319,,9.113739
2,41,3,non farm,Urban,6,9.9802504,9.031333,9.088706
1,35,10,non farm,Urban,5,10.778767,7.097549,9.4458513
1,70,9,farm,Urban,6,9.6300726,7.9929447,8.7816935
1,39,16,non farm,Urban,6,9.7238932,,8.8164158
1,45,7,farm,Urban,5,9.4774399,4.356709,8.9280996
1,43,12,non farm,Urban,4,9.4896488,4.356709,8.7296505
1,46,3,non farm,Urban,7,9.6625872,6.253829,9.0592403
1,33,15,farm,Urban,7,9.7282143,6.1841488,8.9759188
2,51,6,non farm,Urban,3,9.3909826,,8.8352804
2,68,2,farm,Urban,6,9.8106518,5.2729998,9.2716188
2,50,5,non farm,Urban,2,9.0671654,6.6592941,8.5577621
2,65,5,non farm,Urban,2,9.4134188,9.564723,8.4091282
1,28,8,farm,Urban,8,9.4895763,6.0614572,9.0351248
1,72,3,farm,Urban,2,9.124589,8.7339163,8.4478188
1,47,6,non farm,Urban,3,9.5617676,7.5755849,8.7814751
2,56,4,non farm,Urban,2,8.9921618,4.8675346,8.66255
1,46,5,non farm,Urban,10,9.802556,4.6443911,9.2467718
2,53,2,non farm,Urban,3,9.0874109,4.1743875,8.5432329
2,42,7,non farm,Urban,3,8.8201847,,8.4303579
1,44,15,non farm,Urban,4,9.1897001,3.6635616,8.6080923
1,33,10,non farm,Urban,5,9.9183922,5.5412636,8.935359
1,57,3,non farm,Urban,7,9.4874907,4.6443911,8.9771795
1,32,8,farm,Urban,3,9.1711187,5.9661469,8.7188129
1,48,6,farm,Urban,10,9.8275127,8.0864105,9.1677523
1,43,11,farm,Urban,10,9.6912546,6.253829,8.9681396
1,57,6,non farm,Urban,5,9.9001102,7.3771338,9.0235233
1,42,2,non farm,Urban,8,9.3614302,4.356709,8.8475809
1,66,8,non farm,Urban,3,8.9188499,4.7621741,8.3941669
1,35,9,non farm,Urban,7,9.3603172,7.58883,8.6942053
2,74,2,non farm,Urban,1,8.0826797,6.4769726,7.4819136
1,39,3,farm,Urban,2,8.7605743,,8.4270954
2,67,1,non farm,Urban,2,9.0487576,4.356709,8.5137968
1,30,15,non farm,Urban,4,9.6301756,8.4482718,8.7516699
1,46,6,farm,Urban,4,9.3934336,6.7900972,8.8358841
1,58,4,farm,Urban,8,9.7500486,6.9469762,9.0945082
2,59,1,farm,Rural,7,9.2770481,,8.8270006
1,46,4,farm,Rural,6,9.0920763,3.2580965,8.8179121
2,57,5,farm,Rural,4,9.1790657,,8.7294827
1,26,9,farm,Rural,4,9.077282,,8.7789602
2,29,9,farm,Rural,4,8.9301538,5.2040067,8.5908489
2,33,8,farm,Rural,4,8.8047934,,8.4244165
1,35,11,non farm,Rural,5,8.8890162,1.3862944,8.5426416
2,51,9,farm,Rural,5,9.2395821,5.5606818,8.6765289
2,74,0,farm,Rural,5,8.7317514,5.2729998,8.4202538
1,63,2,farm,Rural,5,8.9473143,,8.6477919
2,36,9,farm,Rural,5,9.1783705,5.6094718,8.7421217
2,63,1,farm,Rural,3,9.5226631,4.8675346,8.8982773
1,38,4,farm,Rural,5,8.7561674,,8.5022993
2,53,5,farm,Rural,6,9.1069584,,8.7898941
2,39,8,farm,Rural,5,9.0310926,5.1298985,8.6422243
2,34,5,farm,Rural,6,8.6966295,7.8732171,8.3069315
1,58,4,farm,Rural,4,9.0118437,,8.7605515
1,64,1,farm,Rural,2,8.0468931,5.9661469,7.8199291
1,31,5,farm,Rural,5,8.9427023,,8.6016932
1,57,9,farm,Rural,6,9.3297529,,8.7313042
2,59,2,farm,Rural,5,9.048439,4.1743875,8.7486143
1,51,0,farm,Rural,7,8.3728666,7.2562971,8.0654364
2,35,9,farm,Rural,4,8.7763834,,8.5303669
1,33,9,farm,Rural,3,8.5844393,2.5649493,8.3038454
1,32,9,farm,Rural,4,9.3334026,3.2580965,9.0569286
1,32,12,farm,Rural,5,9.217701,,8.7924519
2,50,3,farm,Rural,6,8.8154373,4.4543471,8.5184984
1,34,2,farm,Rural,7,8.8530807,5.1298985,8.5765648
1,29,10,farm,Rural,3,9.0628319,5.0498562,8.7532511
1,66,2,farm,Rural,7,8.8700876,4.1743875,8.5289869
1,61,5,farm,Rural,4,9.1581249,5.5606818,8.8536234
1,51,5,farm,Rural,9,8.8902664,,8.6819725
2,65,3,farm,Rural,5,9.3612165,6.4769726,9.0201349
1,51,4,farm,Rural,6,9.4212065,6.3491392,9.1005831
1,37,9,farm,Rural,6,9.3407202,3.9512436,9.0106668
1,35,9,farm,Rural,5,9.9101305,,9.3820295
1,36,10,farm,Rural,5,9.8133564,,9.0824537
1,62,4,farm,Rural,5,8.7778912,6.4769726,8.4440842
1,42,3,farm,Rural,8,9.1934118,7.1388669,8.5980005
1,58,5,farm,Rural,3,9.2325163,7.0647593,8.8834896
1,26,11,non farm,Rural,1,8.3171921,,8.0355768
1,53,11,farm,Rural,4,8.5745754,6.1202974,8.3029289
1,40,6,farm,Rural,6,9.597435,4.8675346,9.062748
1,61,9,farm,Rural,6,9.7032099,7.2654295,9.3762398
2,44,7,farm,Rural,3,8.5767078,,8.1491394
1,31,10,farm,Rural,5,9.1229496,6.0306854,8.7068539
1,42,6,farm,Rural,6,9.2695913,5.4553213,8.7275305
1,34,3,farm,Rural,5,9.1613274,5.7838254,8.7902546
1,60,5,farm,Rural,4,8.8605423,7.5755849,8.453475
1,37,9,farm,Rural,6,9.8975983,,9.4118071
1,47,9,farm,Rural,6,9.5751553,3.2580965,9.0286331
1,34,9,farm,Rural,4,8.9594526,5.3706379,8.6096725
2,20,6,farm,Rural,3,8.7265158,,8.2812347
1,38,8,farm,Rural,5,9.7873917,2.5649493,9.4101381
1,40,6,farm,Rural,7,9.5157747,7.0561752,8.9081478
1,37,7,farm,Rural,5,9.0880871,5.2729998,8.6428347
1,64,4,farm,Rural,4,8.6114702,4.1743875,8.2544155
2,68,3,farm,Rural,2,9.0313759,6.1202974,8.5549173
1,30,9,farm,Rural,4,8.9315109,,8.6691208
1,38,9,farm,Rural,4,9.2340755,3.6635616,8.731782
2,33,10,farm,Rural,5,9.3128738,5.0369525,8.9620266
1,28,10,farm,Rural,5,9.3435183,7.1800699,8.9602165
1,30,9,farm,Rural,4,8.9683113,6.3716121,8.5334368
1,46,9,farm,Rural,5,9.369482,3.9512436,8.5993776
1,35,11,farm,Rural,4,8.944767,5.2983174,8.6257763
2,37,13,farm,Rural,4,8.9879074,,8.6777534
1,40,11,farm,Rural,5,8.9545774,4.8675346,8.5265417
1,57,17,farm,Rural,4,9.7064152,7.2093401,8.8789492
2,62,6,farm,Rural,7,9.8327227,7.0647593,9.2366505
1,37,15,farm,Rural,4,8.8187685,4.8675346,8.3860645
1,35,8,farm,Rural,5,9.1643276,3.9512436,8.7739534
2,53,0,farm,Rural,4,8.6480875,5.655992,8.1497097
1,67,5,farm,Rural,2,8.2640524,5.9661469,7.8927612
1,69,5,farm,Rural,5,8.9078979,4.1743875,8.5591822
1,40,17,farm,Rural,6,9.8780079,9.8810377,9.0721569
1,35,10,farm,Rural,5,9.0898857,,8.6951523
2,34,10,farm,Rural,5,9.0917015,5.3981628,8.597146
1,65,5,farm,Rural,5,9.079133,6.8134446,8.6163759
2,41,12,farm,Rural,4,9.338624,5.0498562,8.7229834
1,35,13,farm,Rural,4,9.5921211,7.6893711,8.9262476
1,71,0,farm,Rural,5,8.6233873,,8.3149824
1,35,12,farm,Rural,9,9.3542814,5.655992,8.9896412
1,43,9,farm,Rural,5,8.9218597,,8.4789782
1,39,17,farm,Rural,5,9.2755156,5.655992,8.8512535
1,37,14,farm,Rural,4,8.996439,5.9661469,8.4258518
1,29,12,farm,Rural,4,8.6286211,3.2580965,8.2936783
1,49,9,farm,Rural,5,8.8300924,,8.3413467
1,64,6,farm,Rural,4,8.7466116,3.6635616,8.1952143
1,28,8,farm,Rural,4,8.7105141,,8.3310518
1,36,10,farm,Rural,6,8.9023829,3.2580965,8.4888201
1,61,5,farm,Rural,5,8.9466581,4.1743875,8.5425835
1,37,10,farm,Rural,4,8.5898533,3.2580965,8.2038937
1,29,11,farm,Rural,4,8.9950161,4.6821313,8.5870943
1,38,8,farm,Rural,3,8.640707,5.3981628,8.3483448
1,73,3,farm,Rural,3,8.2820406,5.5606818,7.8778148
1,53,12,farm,Rural,5,9.6000042,4.1743875,8.9241381
1,37,12,farm,Rural,4,8.8813057,5.0498562,8.4707031
1,38,13,farm,Rural,4,8.8709602,2.5649493,8.4805727
1,74,5,farm,Rural,6,9.2842131,8.3426018,8.8813295
1,32,7,farm,Rural,3,8.368803,,7.9562168
1,47,15,farm,Rural,7,8.9208908,,8.511075
1,64,8,farm,Rural,5,8.6220293,5.7430034,8.1722031
2,56,4,farm,Rural,6,8.9427977,4.1743875,8.5533371
1,42,8,farm,Rural,7,9.1032286,5.2729998,8.484766
1,66,9,farm,Rural,5,9.2139091,6.4361506,8.8716269
1,68,9,farm,Rural,3,9.0795555,6.2025356,8.5582924
1,43,10,farm,Rural,6,8.7031689,,8.3050547
2,67,0,farm,Rural,6,9.1083813,5.2729998,8.7809553
1,40,16,farm,Rural,5,9.1881647,,8.6780577
1,36,5,farm,Rural,5,8.6352444,5.1298985,8.2727604
1,37,9,farm,Rural,6,9.1512251,4.356709,8.7079945
1,41,15,farm,Rural,5,9.1376686,3.9512436,8.841363
1,31,5,farm,Rural,4,8.5551176,6.3716121,8.146594
1,33,4,farm,Rural,4,8.9719048,6.253829,8.6502714
1,39,13,farm,Rural,5,9.3277311,5.5606818,8.6227083
1,45,17,farm,Rural,4,8.8676558,4.9416423,8.4489393
1,28,13,farm,Rural,4,9.2154007,8.1780777,8.5267181
1,55,10,farm,Rural,9,9.5688524,6.5539336,8.8857784
1,52,8,farm,Rural,6,9.2716188,4.356709,8.674242
1,39,14,farm,Rural,6,8.9351044,5.57973,8.6087627
1,55,6,farm,Rural,8,8.8148451,,8.3177881
1,35,11,farm,Rural,7,9.3675909,3.6635616,8.9659739
1,36,9,farm,Rural,6,8.8674831,3.9512436,8.5085564
1,65,5,farm,Rural,5,8.8927326,4.1743875,8.4526377
1,41,4,farm,Rural,5,8.6844301,6.4150968,8.2906361
1,33,9,farm,Rural,6,9.0742512,4.356709,8.6566153
1,57,0,farm,Rural,4,8.4850063,4.5108595,8.0696526
1,37,10,farm,Rural,5,8.8892136,6.253829,8.5170622
1,25,10,farm,Rural,6,9.0467596,5.7838254,8.7069778
1,34,3,farm,Rural,8,9.2036047,,8.8380632
1,32,10,farm,Rural,6,9.1358986,5.5606818,8.8003769
1,25,9,farm,Rural,4,8.7064676,5.0498562,8.4385395
1,34,6,farm,Rural,5,9.3991346,,8.762681
2,26,8,farm,Rural,5,8.5602741,3.6635616,8.33848
1,36,3,farm,Rural,6,9.0109911,3.6635616,8.7628231
1,45,0,farm,Rural,7,8.937767,6.3491392,8.5983829
2,30,8,farm,Rural,4,8.8447599,,8.5540199
1,33,5,farm,Rural,5,8.6676064,6.3716121,8.3482561
1,37,2,farm,Rural,7,8.7585125,5.0498562,8.477252
1,34,10,farm,Rural,9,9.3590994,3.9512436,8.9225969
1,35,3,farm,Rural,7,9.0339966,,8.7978182
1,66,1,farm,Rural,6,8.8505745,4.1743875,8.5159044
1,31,5,farm,Rural,7,9.1132803,5.5606818,8.7853851
1,58,3,farm,Rural,12,9.4077663,5.655992,8.9270344
1,48,5,farm,Rural,8,9.2485714,,8.8215561
1,30,9,farm,Rural,2,8.6476126,3.6635616,8.3814144
1,27,9,farm,Rural,5,9.2510891,,8.8747873
2,69,0,farm,Rural,2,8.2752552,3.2580965,8.0876923
2,36,9,farm,Rural,3,8.6446419,4.6443911,8.2566452
1,31,9,farm,Rural,5,9.491869,6.3279366,9.1199436
1,69,0,farm,Rural,5,8.7890568,,8.5758171
1,35,9,farm,Rural,4,8.8986635,3.9512436,8.6421537
1,64,5,farm,Rural,4,9.1837635,,8.6980457
1,34,3,farm,Rural,4,8.9662409,,8.6807556
1,27,9,farm,Rural,4,8.8363857,,8.5250978
1,70,0,farm,Rural,6,9.0736942,5.2729998,8.8083315
1,30,3,farm,Rural,5,8.162446,5.3981628,7.7167354
1,67,9,farm,Rural,6,9.1967564,5.5606818,8.8576679
1,36,9,farm,Rural,5,9.1360989,,8.7799492
1,45,14,non farm,Rural,7,9.5153074,3.6635616,9.112545
1,34,3,farm,Rural,6,8.5960445,,8.3582172
1,49,0,farm,Rural,5,8.6809015,,8.3285532
1,28,0,farm,Rural,7,9.0250692,,8.7659178
1,41,0,farm,Rural,4,8.8134346,,8.3185053
1,55,5,farm,Rural,7,8.900301,,8.6157513
1,53,12,farm,Rural,6,9.1204052,,8.6889267
1,35,0,farm,Rural,7,8.2584667,,7.9610982
1,53,0,farm,Rural,6,9.1119719,,8.7848539
1,34,0,farm,Rural,7,9.2722044,,8.8207741
1,22,1,farm,Rural,4,8.4581776,,8.1099138
1,42,0,farm,Rural,7,8.3510065,,8.2089176
1,31,0,farm,Rural,6,8.7864208,,8.474596
1,29,4,farm,Rural,8,9.2545843,,8.8617802
1,29,0,farm,Rural,6,8.9440165,3.4011974,8.541523
2,49,0,farm,Rural,7,9.0916233,,8.8042936
1,46,2,farm,Rural,7,9.2722721,,8.8606291
1,42,0,farm,Rural,7,9.0422335,,8.6854801
1,45,0,farm,Rural,5,8.7205753,,8.4727898
2,41,0,farm,Rural,5,8.0131865,,7.7727351
1,24,5,farm,Rural,4,8.9561291,,8.6855307
1,35,0,farm,Rural,6,9.1451836,,8.8721037
1,61,0,farm,Rural,9,8.9072933,,8.5956707
1,38,0,farm,Rural,5,8.8833036,,8.5325127
2,40,0,farm,Rural,2,8.2470284,,7.8444366
1,28,0,farm,Rural,8,8.7331753,,8.4910955
1,30,0,farm,Rural,5,8.904954,,8.6208868
1,39,0,farm,Rural,7,9.1397619,,8.8011866
1,34,0,farm,Rural,5,8.3828554,,8.0968904
1,61,0,farm,Rural,5,8.4139233,,8.1639109
1,39,0,farm,Rural,5,8.933691,,8.6034899
1,35,0,farm,Rural,8,9.2437124,,8.9368553
1,62,0,farm,Rural,6,8.5650034,,8.2639122
1,37,3,farm,Rural,4,9.4015522,4.8675346,8.7959929
2,47,9,farm,Rural,1,7.6674376,3.2580965,7.2557278
1,75,2,farm,Rural,5,9.4710188,,9.280304
1,56,12,farm,Rural,9,10.469827,8.2414398,10.001891
1,33,9,farm,Rural,7,9.3904581,5.6131282,8.9606314
1,79,4,farm,Rural,2,8.2829018,6.8134446,7.8436928
1,36,8,farm,Rural,7,9.1250925,5.5606818,8.7911396
1,60,9,farm,Rural,4,8.9565859,6.253829,8.4988527
1,33,13,farm,Rural,6,9.2839622,5.0998664,8.9199495
1,53,10,farm,Rural,5,9.4324598,6.5722823,8.8836279
1,47,7,farm,Rural,5,9.1045332,6.5539336,8.6182213
1,39,9,non farm,Rural,6,10.188488,3.7841897,9.5512447
1,46,6,farm,Rural,6,9.5933542,8.1602325,8.6459246
2,48,5,farm,Rural,6,9.4080372,7.8276396,8.633625
1,51,9,farm,Rural,7,9.5460806,7.3192024,8.9044771
1,34,10,farm,Rural,5,9.4297571,2.6390574,9.0276098
1,34,9,farm,Rural,6,9.5961123,2.6390574,9.0761747
1,27,9,farm,Rural,4,8.6796856,4.6051702,8.3454304
1,56,3,farm,Rural,2,8.9155588,,7.8982334
1,35,8,farm,Rural,3,8.5987978,5.5984221,8.2240458
1,40,3,farm,Rural,6,9.4500561,6.2897158,8.8264627
1,26,9,farm,Rural,4,8.8282156,2.5649493,8.3880091
1,38,5,farm,Rural,5,9.7362852,6.6970344,8.8570461
1,32,10,farm,Rural,4,8.8350592,,8.4515276
1,28,8,farm,Rural,4,9.1841669,,8.6495399
1,48,14,farm,Rural,6,9.2763243,6.8606639,8.7251587
1,53,5,farm,Rural,5,9.0497265,4.8675346,8.5676861
2,58,0,farm,Rural,5,8.9226742,5.5606818,8.5620317
1,40,10,farm,Rural,5,9.4552517,4.356709,8.7397604
1,39,12,farm,Rural,6,9.4666491,5.5683446,8.8279362
1,42,4,farm,Rural,6,9.2680731,6.1202974,8.7718658
1,31,9,farm,Rural,4,9.270504,,8.6308079
1,58,5,farm,Rural,6,8.7032671,4.8675346,8.3357086
1,53,5,farm,Rural,5,8.5804319,,8.1724777
1,31,12,farm,Rural,6,9.2377501,7.2283883,8.7824411
1,39,6,farm,Rural,7,9.5582266,8.5310965,8.8877544
1,37,9,farm,Rural,4,8.8012638,7.6525459,8.1808529
1,37,9,farm,Rural,6,9.1386938,4.6443911,8.430788
1,32,10,farm,Rural,6,8.9119225,,8.5934238
1,33,9,farm,Rural,8,8.8615866,6.6592941,8.5613861
2,28,5,farm,Rural,4,8.210907,5.0498562,7.74438
1,47,9,farm,Rural,10,9.8229637,6.4769726,9.3993139
1,28,9,farm,Rural,4,8.9597406,6.0614572,8.6865616
1,50,9,farm,Rural,8,8.899251,,8.4281664
1,39,9,farm,Rural,5,8.8971529,,8.4785643
1,31,8,farm,Rural,2,8.1701412,,7.7139826
1,35,9,farm,Rural,5,9.0579252,4.8675346,8.4196243
1,37,8,farm,Rural,6,9.0475082,7.3808789,8.4220896
1,30,9,farm,Rural,5,9.064909,7.9672804,8.4743357
1,59,9,non farm,Rural,6,8.5818949,5.5606818,8.1157017
1,34,9,farm,Rural,5,8.9102755,6.253829,8.4358597
2,65,0,farm,Rural,3,8.407732,5.971262,7.937799
2,45,9,farm,Rural,6,9.2972097,5.2983174,8.5287132
1,57,9,farm,Rural,5,9.23561,,8.6306496
1,30,12,farm,Rural,5,9.2379742,6.9716687,8.6676025
1,69,3,farm,Rural,5,9.3653069,6.590301,8.6444674
1,36,12,farm,Rural,7,9.0836344,6.3491392,8.7391815
2,33,14,non farm,Rural,4,8.8155994,5.9763508,8.3139725
1,63,6,farm,Rural,5,9.3511238,6.5722823,8.591876
1,34,12,farm,Rural,4,8.501914,5.5606818,8.129528
1,49,9,farm,Rural,9,10.175557,7.5522375,8.9546499
1,56,8,farm,Rural,8,9.0973978,4.1743875,8.576026
1,35,10,farm,Rural,6,9.2168941,10.026059,8.4860048
1,64,6,farm,Rural,5,8.6644001,5.9661469,8.2003078
1,49,5,farm,Rural,3,8.3205404,,7.8894157
2,40,12,farm,Rural,3,8.5304012,4.8675346,8.1257076
2,57,0,farm,Rural,1,7.6865835,7.1701198,7.257834
1,78,5,farm,Rural,2,7.8672028,6.1202974,7.6358542
1,50,9,farm,Rural,8,9.3350248,6.8134446,8.7227516
1,43,12,farm,Rural,5,8.963562,5.7430034,8.6449585
1,49,10,farm,Rural,3,8.3047562,5.3981628,8.0956249
1,78,5,farm,Rural,2,8.7346382,8.5564137,8.013423
1,55,12,farm,Rural,6,9.0344105,5.7838254,8.6469936
1,61,9,farm,Rural,5,8.4901876,6.0306854,8.1686106
1,42,9,farm,Rural,4,8.642827,5.1704841,8.4498949
1,42,9,farm,Rural,6,8.7453985,6.3491392,8.3204536
1,45,14,farm,Rural,5,8.8349142,6.8956828,8.2985144
1,82,0,farm,Rural,1,7.7192063,,7.5002995
1,40,9,farm,Rural,6,8.9563789,6.6592941,8.5135212
1,54,9,farm,Rural,8,8.9806385,5.3659759,8.6936302
2,54,5,farm,Rural,3,9.0112448,5.9661469,8.5313711
1,40,13,farm,Rural,7,8.917057,5.5606818,8.567194
1,64,12,farm,Rural,2,8.1470814,5.2364421,7.8495917
1,55,4,farm,Rural,3,8.4031515,,7.9824572
1,42,18,farm,Rural,7,8.4450903,3.2580965,8.1825676
1,28,9,farm,Rural,7,8.9316292,,8.3819399
1,42,12,farm,Rural,8,9.0640459,7.5852809,8.7202635
1,34,10,farm,Rural,7,9.0278606,,8.4522295
1,40,9,farm,Rural,8,8.9958563,,8.5679436
1,31,9,farm,Rural,5,8.5970907,,8.2781448
1,37,12,farm,Rural,6,8.6908894,7.0867381,8.3727903
1,57,9,farm,Rural,5,8.650507,,8.1784859
2,39,9,farm,Rural,5,9.0864449,5.5606818,8.2196503
1,25,3,farm,Rural,4,8.2229738,6.8416157,7.7837033
1,43,6,farm,Rural,8,8.9369965,5.0106354,8.642108
